Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1991,9,DET,Detroit Pistons,Joe Dumars,27,15,15,39.2,7.0,16.3,0.43,1.1,2.8,0.4,5.9,13.5,0.43,0.46,5.5,6.5,0.84,1.4,1.9,3.3,4.1,1.1,0.1,1.1,2.2,20.6
1991,9,DET,Detroit Pistons,Isiah Thomas,29,13,11,33.5,4.6,11.5,0.4,0.5,1.7,0.27,4.2,9.8,0.42,0.42,3.8,5.3,0.72,1.0,3.2,4.2,8.5,1.0,0.2,3.2,3.2,13.5
1991,9,DET,Detroit Pistons,Dennis Rodman,29,15,14,33.0,2.7,6.1,0.45,0.1,0.6,0.22,2.6,5.5,0.48,0.46,0.7,1.6,0.42,4.5,7.3,11.8,0.9,0.7,0.7,0.9,3.7,6.3
1991,9,DET,Detroit Pistons,Bill Laimbeer,33,15,15,29.7,4.4,9.9,0.45,0.3,1.1,0.29,4.1,8.7,0.47,0.46,1.8,2.1,0.87,2.8,5.3,8.1,1.3,0.3,0.8,1.1,3.6,10.9
1991,9,DET,Detroit Pistons,Vinnie Johnson,34,15,3,29.2,6.8,14.7,0.46,0.1,0.9,0.15,6.7,13.8,0.48,0.47,1.5,2.1,0.71,2.5,2.6,5.1,2.9,0.7,0.3,1.1,2.2,15.2
1991,9,DET,Detroit Pistons,Mark Aguirre,31,15,2,26.5,6.0,11.9,0.51,0.8,2.2,0.36,5.2,9.7,0.54,0.54,2.8,3.4,0.82,1.1,2.9,4.1,1.9,0.8,0.1,1.3,2.7,15.6
1991,9,DET,Detroit Pistons,James Edwards,35,15,11,23.0,4.1,10.0,0.41,0.0,0.0,,4.1,10.0,0.41,0.41,2.5,3.7,0.69,1.0,1.5,2.5,0.6,0.1,0.2,1.6,2.9,10.7
1991,9,DET,Detroit Pistons,John Salley,26,15,0,20.5,2.5,4.7,0.54,0.0,0.0,,2.5,4.7,0.54,0.54,2.4,4.0,0.6,1.3,2.8,4.1,0.7,0.4,1.3,0.9,3.9,7.5
1991,9,DET,Detroit Pistons,William Bedford,27,8,3,8.1,0.6,3.0,0.21,0.0,0.3,0.0,0.6,2.8,0.23,0.21,1.1,1.8,0.64,1.1,1.6,2.8,0.5,0.3,0.5,0.5,1.8,2.4
1991,9,DET,Detroit Pistons,Tree Rollins,35,6,0,5.3,0.3,0.3,1.0,0.0,0.0,,0.3,0.3,1.0,1.0,0.0,0.0,,0.2,0.3,0.5,0.0,0.2,0.2,0.3,1.0,0.7
1991,9,DET,Detroit Pistons,Gerald Henderson,35,10,1,4.0,0.4,1.6,0.25,0.0,0.3,0.0,0.4,1.3,0.31,0.25,0.0,0.0,,0.1,0.0,0.1,0.6,0.1,0.0,0.0,0.4,0.8
1991,9,DET,Detroit Pistons,Scott Hastings,30,10,0,3.5,0.3,0.6,0.5,0.2,0.4,0.5,0.1,0.2,0.5,0.67,0.0,0.0,,0.2,0.4,0.6,0.3,0.0,0.1,0.1,0.6,0.8
