Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1982,22.0,SAS,NBA,SF,9.0,146.0,15.2,0.461,0.015,0.154,14.4,16.5,15.4,8.9,1.3,1.1,8.0,20.3,,0.1,0.1,0.2,0.065,,1.3,-0.8,0.5,0.1
1983,23.0,SAS,NBA,PF,11.0,398.0,14.6,0.529,0.0,0.233,7.2,11.8,9.6,14.9,1.2,0.1,11.3,17.8,,0.6,0.3,0.9,0.107,,1.8,-0.6,1.3,0.3
1985,25.0,SAS,NBA,SF,1.0,10.0,-13.9,0.0,0.0,0.0,0.0,0.0,0.0,11.7,0.0,0.0,66.7,12.3,,-0.1,0.0,-0.1,-0.341,,-14.8,-6.0,-20.8,0.0
1986,26.0,CHI,NBA,SF,3.0,69.0,9.4,0.557,0.111,0.222,6.3,11.4,8.7,10.6,0.7,0.0,16.8,14.4,,0.0,0.0,0.0,-0.006,,-0.4,-1.6,-1.9,0.0
1987,27.0,CHI,NBA,SF,3.0,79.0,10.1,0.607,0.0,0.364,4.3,8.7,6.3,4.4,0.0,0.0,7.3,15.8,,0.1,0.0,0.1,0.058,,-2.7,-2.2,-4.8,-0.1
