Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1983-84,23.0,MIL,NBA,C,57.0,8.0,8.3,1.2,3.1,0.384,0.0,0.0,,1.2,3.1,0.384,0.384,0.6,0.8,0.696,0.8,1.1,1.9,0.3,0.2,0.7,0.6,1.7,2.9
1984-85,24.0,MIL,NBA,C,78.0,0.0,13.9,2.1,4.1,0.511,0.0,0.0,,2.1,4.1,0.511,0.511,1.1,1.6,0.701,1.2,2.1,3.3,0.5,0.3,1.1,0.8,2.3,5.3
1985-86,25.0,MIL,NBA,C,82.0,63.0,21.9,3.3,7.0,0.477,0.0,0.0,0.0,3.3,6.9,0.478,0.477,1.7,2.4,0.712,1.9,3.6,5.6,1.4,0.6,1.4,1.5,2.6,8.4
1986-87,26.0,MIL,NBA,C,76.0,10.0,19.3,3.2,6.5,0.485,0.0,0.0,,3.2,6.5,0.485,0.485,1.6,2.7,0.584,1.7,2.9,4.6,0.6,0.7,0.8,1.3,3.0,7.9
1987-88,27.0,MIL,NBA,C,81.0,73.0,27.9,4.8,9.7,0.495,0.0,0.0,,4.8,9.7,0.495,0.495,2.3,3.5,0.657,2.4,4.4,6.8,1.3,0.6,1.3,1.3,2.4,12.0
1988-89,28.0,MIL,NBA,C,48.0,4.0,10.7,1.8,3.7,0.48,0.0,0.0,,1.8,3.7,0.48,0.48,0.6,1.1,0.549,1.1,1.8,2.8,0.5,0.2,0.8,0.6,1.2,4.2
1989-90,29.0,TOT,NBA,C,81.0,55.0,23.2,3.7,8.6,0.428,0.0,0.0,0.0,3.7,8.6,0.429,0.428,1.6,2.4,0.653,1.9,3.2,5.1,1.2,0.5,1.3,1.2,2.4,8.9
1989-90,29.0,MIL,NBA,C,30.0,8.0,18.5,2.9,6.2,0.462,0.0,0.0,,2.9,6.2,0.462,0.462,1.1,1.7,0.627,1.4,2.8,4.2,0.4,0.3,1.1,0.9,2.1,6.8
1989-90,29.0,MIN,NBA,C,51.0,47.0,26.0,4.2,10.0,0.416,0.0,0.0,0.0,4.2,10.0,0.417,0.416,1.8,2.8,0.662,2.2,3.5,5.7,1.6,0.6,1.5,1.3,2.6,10.2
1990-91,30.0,MIN,NBA,C,73.0,44.0,20.6,2.7,6.0,0.453,0.0,0.0,,2.7,6.0,0.453,0.453,0.5,1.1,0.443,1.6,3.2,4.7,1.0,0.5,1.1,0.9,1.8,5.9
1991-92,31.0,MIN,NBA,C,67.0,25.0,17.6,2.4,5.1,0.468,0.0,0.0,0.0,2.4,5.1,0.469,0.468,0.6,1.1,0.532,1.5,2.7,4.2,1.3,0.4,1.5,0.6,1.7,5.4
1992-93,32.0,ATL,NBA,C,12.0,0.0,8.9,1.3,2.6,0.484,0.0,0.0,,1.3,2.6,0.484,0.484,0.2,0.4,0.4,0.8,1.5,2.3,0.5,0.2,0.3,0.4,1.0,2.7
1993-94,33.0,SAC,NBA,C,26.0,3.0,9.5,0.3,1.0,0.308,0.0,0.0,0.0,0.3,1.0,0.32,0.308,0.1,0.5,0.214,0.6,1.6,2.2,0.3,0.2,0.7,0.3,1.2,0.7
