SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2017,2,BOS,Avery Bradley,26,18,18,645,120,272,0.44,40,114,0.35,80,158,0.51,0.52,21,27,0.78,18,53,71,41,23,3,31,40,301
2017,2,BOS,Al Horford,30,18,18,610,111,190,0.58,27,52,0.52,84,138,0.61,0.66,22,29,0.76,31,87,118,97,15,14,33,33,271
2017,2,BOS,Jae Crowder,26,18,18,596,87,200,0.44,31,88,0.35,56,112,0.5,0.51,40,48,0.83,20,95,115,48,19,6,12,52,245
2017,2,BOS,Marcus Smart,22,18,3,538,47,134,0.35,29,73,0.4,18,61,0.3,0.46,32,50,0.64,23,62,85,85,27,16,38,51,155
2017,2,BOS,Isaiah Thomas,27,15,15,521,111,261,0.42,36,108,0.33,75,153,0.49,0.49,91,111,0.82,5,42,47,100,13,2,50,35,349
2017,2,BOS,Kelly Olynyk,25,18,2,346,64,125,0.51,15,47,0.32,49,78,0.63,0.57,22,30,0.73,14,43,57,34,13,14,22,47,165
2017,2,BOS,Terry Rozier,22,17,0,277,33,82,0.4,14,38,0.37,19,44,0.43,0.49,16,20,0.8,12,32,44,32,11,4,10,20,96
2017,2,BOS,Jaylen Brown,20,17,0,215,34,71,0.48,5,23,0.22,29,48,0.6,0.51,12,18,0.67,12,24,36,13,6,2,13,26,85
2017,2,BOS,Gerald Green,31,13,7,192,34,72,0.47,21,45,0.47,13,27,0.48,0.62,8,9,0.89,2,18,20,9,3,1,7,21,97
2017,2,BOS,Amir Johnson,29,14,9,142,15,30,0.5,1,3,0.33,14,27,0.52,0.52,5,8,0.62,17,13,30,3,4,6,6,24,36
2017,2,BOS,Jonas Jerebko,29,12,0,128,15,31,0.48,5,15,0.33,10,16,0.62,0.56,8,8,1.0,7,22,29,12,5,3,6,13,43
2017,2,BOS,Tyler Zeller,27,11,0,78,13,25,0.52,0,0,,13,25,0.52,0.52,6,8,0.75,8,11,19,8,0,2,4,7,32
2017,2,BOS,James Young,21,10,0,39,5,15,0.33,5,14,0.36,0,1,0.0,0.5,0,0,,1,6,7,3,0,0,1,2,15
2017,2,BOS,Jordan Mickey,22,2,0,18,2,5,0.4,0,0,,2,5,0.4,0.4,0,0,,0,5,5,0,0,1,1,3,4
