Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
1990,3,266,NJN,New Jersey Nets,Mookie Blaylock,"March 20, 1967",22.0,NBA,PG,50.0,17.0,1267.0,212.0,571.0,0.37,18.0,80.0,0.22,194.0,491.0,0.4,0.39,63.0,81.0,0.78,42.0,98.0,140.0,210.0,82.0,14.0,111.0,110.0,505.0,0.0
1991,3,266,NJN,New Jersey Nets,Mookie Blaylock,"March 20, 1967",23.0,NBA,PG,72.0,70.0,2585.0,432.0,1039.0,0.42,14.0,91.0,0.15,418.0,948.0,0.44,0.42,139.0,176.0,0.79,67.0,182.0,249.0,441.0,169.0,40.0,207.0,180.0,1017.0,0.0
1992,3,266,NJN,New Jersey Nets,Mookie Blaylock,"March 20, 1967",24.0,NBA,PG,72.0,67.0,2548.0,429.0,993.0,0.43,12.0,54.0,0.22,417.0,939.0,0.44,0.44,126.0,177.0,0.71,101.0,168.0,269.0,492.0,170.0,40.0,152.0,182.0,996.0,0.0
1993,1,266,ATL,Atlanta Hawks,Mookie Blaylock,"March 20, 1967",25.0,NBA,PG,80.0,78.0,2820.0,414.0,964.0,0.43,118.0,315.0,0.38,296.0,649.0,0.46,0.49,123.0,169.0,0.73,89.0,191.0,280.0,671.0,203.0,23.0,187.0,156.0,1069.0,0.0
1994,1,266,ATL,Atlanta Hawks,Mookie Blaylock,"March 20, 1967",26.0,NBA,PG,81.0,81.0,2915.0,444.0,1079.0,0.41,114.0,341.0,0.33,330.0,738.0,0.45,0.46,116.0,159.0,0.73,117.0,307.0,424.0,789.0,212.0,44.0,196.0,144.0,1118.0,2.0
1995,1,266,ATL,Atlanta Hawks,Mookie Blaylock,"March 20, 1967",27.0,NBA,PG,80.0,80.0,3069.0,509.0,1198.0,0.42,199.0,555.0,0.36,310.0,643.0,0.48,0.51,156.0,214.0,0.73,117.0,276.0,393.0,616.0,200.0,26.0,242.0,164.0,1373.0,2.0
1996,1,266,ATL,Atlanta Hawks,Mookie Blaylock,"March 20, 1967",28.0,NBA,PG,81.0,81.0,2893.0,455.0,1123.0,0.4,231.0,623.0,0.37,224.0,500.0,0.45,0.51,127.0,170.0,0.75,110.0,222.0,332.0,478.0,212.0,17.0,188.0,151.0,1268.0,0.0
1997,1,266,ATL,Atlanta Hawks,Mookie Blaylock,"March 20, 1967",29.0,NBA,PG,78.0,78.0,3056.0,501.0,1159.0,0.43,221.0,604.0,0.37,280.0,555.0,0.5,0.53,131.0,174.0,0.75,114.0,299.0,413.0,463.0,212.0,20.0,185.0,141.0,1354.0,0.0
1998,1,266,ATL,Atlanta Hawks,Mookie Blaylock,"March 20, 1967",30.0,NBA,PG,70.0,69.0,2700.0,368.0,938.0,0.39,90.0,334.0,0.27,278.0,604.0,0.46,0.44,95.0,134.0,0.71,81.0,260.0,341.0,469.0,183.0,21.0,176.0,122.0,921.0,2.0
1999,1,266,ATL,Atlanta Hawks,Mookie Blaylock,"March 20, 1967",31.0,NBA,PG,48.0,48.0,1763.0,247.0,651.0,0.38,77.0,251.0,0.31,170.0,400.0,0.42,0.44,69.0,91.0,0.76,45.0,179.0,224.0,278.0,99.0,9.0,115.0,61.0,640.0,1.0
2000,10,266,GSW,Golden State Warriors,Mookie Blaylock,"March 20, 1967",32.0,NBA,PG,73.0,72.0,2459.0,327.0,837.0,0.39,101.0,301.0,0.34,226.0,536.0,0.42,0.45,67.0,95.0,0.7,55.0,215.0,270.0,489.0,146.0,22.0,143.0,122.0,822.0,0.0
2001,10,266,GSW,Golden State Warriors,Mookie Blaylock,"March 20, 1967",33.0,NBA,PG,69.0,59.0,2352.0,317.0,801.0,0.4,73.0,225.0,0.32,244.0,576.0,0.42,0.44,53.0,76.0,0.7,71.0,201.0,272.0,462.0,163.0,20.0,128.0,134.0,760.0,1.0
2002,10,266,GSW,Golden State Warriors,Mookie Blaylock,"March 20, 1967",34.0,NBA,PG,35.0,0.0,599.0,50.0,146.0,0.34,15.0,42.0,0.36,35.0,104.0,0.34,0.39,4.0,8.0,0.5,8.0,44.0,52.0,114.0,24.0,4.0,37.0,20.0,119.0,0.0
