Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1981,20,495,NYK,New York Knicks,Bill Cartwright,"July 30, 1957",23.0,NBA,C,2.0,,49.0,6.0,17.0,0.35,0.0,0.0,,6.0,17.0,0.35,0.35,8.0,12.0,0.67,4.0,9.0,13.0,1.0,1.0,1.0,6.0,7.0,20.0
1983,20,495,NYK,New York Knicks,Bill Cartwright,"July 30, 1957",25.0,NBA,C,6.0,,172.0,25.0,43.0,0.58,0.0,0.0,,25.0,43.0,0.58,0.58,17.0,22.0,0.77,9.0,25.0,34.0,4.0,3.0,7.0,19.0,25.0,67.0
1984,20,495,NYK,New York Knicks,Bill Cartwright,"July 30, 1957",26.0,NBA,C,12.0,,398.0,70.0,126.0,0.56,0.0,0.0,,70.0,126.0,0.56,0.56,69.0,80.0,0.86,27.0,72.0,99.0,5.0,2.0,14.0,26.0,44.0,209.0
1988,20,495,NYK,New York Knicks,Bill Cartwright,"July 30, 1957",30.0,NBA,C,4.0,0.0,76.0,9.0,18.0,0.5,0.0,0.0,,9.0,18.0,0.5,0.5,11.0,15.0,0.73,8.0,11.0,19.0,6.0,0.0,3.0,8.0,12.0,29.0
1989,5,495,CHI,Chicago Bulls,Bill Cartwright,"July 30, 1957",31.0,NBA,C,17.0,17.0,583.0,72.0,148.0,0.49,0.0,0.0,,72.0,148.0,0.49,0.49,56.0,80.0,0.7,33.0,88.0,121.0,20.0,9.0,12.0,41.0,70.0,200.0
1990,5,495,CHI,Chicago Bulls,Bill Cartwright,"July 30, 1957",32.0,NBA,C,16.0,16.0,462.0,50.0,121.0,0.41,0.0,0.0,,50.0,121.0,0.41,0.41,29.0,43.0,0.67,25.0,50.0,75.0,16.0,5.0,4.0,25.0,52.0,129.0
1991,5,495,CHI,Chicago Bulls,Bill Cartwright,"July 30, 1957",33.0,NBA,C,17.0,17.0,511.0,70.0,135.0,0.52,0.0,0.0,,70.0,135.0,0.52,0.52,22.0,32.0,0.69,25.0,55.0,80.0,32.0,9.0,7.0,21.0,55.0,162.0
1992,5,495,CHI,Chicago Bulls,Bill Cartwright,"July 30, 1957",34.0,NBA,C,22.0,22.0,612.0,55.0,116.0,0.47,0.0,0.0,,55.0,116.0,0.47,0.47,13.0,31.0,0.42,29.0,69.0,98.0,38.0,11.0,4.0,27.0,70.0,123.0
1993,5,495,CHI,Chicago Bulls,Bill Cartwright,"July 30, 1957",35.0,NBA,C,19.0,19.0,444.0,46.0,99.0,0.46,0.0,0.0,,46.0,99.0,0.46,0.46,28.0,36.0,0.78,28.0,57.0,85.0,29.0,11.0,3.0,13.0,51.0,120.0
1994,5,495,CHI,Chicago Bulls,Bill Cartwright,"July 30, 1957",36.0,NBA,C,9.0,8.0,189.0,14.0,43.0,0.33,0.0,0.0,,14.0,43.0,0.33,0.33,13.0,16.0,0.81,19.0,25.0,44.0,11.0,3.0,2.0,6.0,26.0,41.0
