Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
2008,8,DEN,Denver Nuggets,Allen Iverson,32,4,4,158,11.2,25.9,0.43,0.9,4.4,0.21,10.3,21.5,0.48,7.2,10.3,0.7,1.2,2.5,3.7,5.6,1.2,0.3,2.2,0.9,30.6,,112,121
2008,8,DEN,Denver Nuggets,Carmelo Anthony,23,4,4,146,10.8,29.7,0.36,0.7,2.7,0.25,10.1,27.0,0.38,8.1,9.8,0.83,6.4,6.4,12.8,2.7,0.7,0.3,4.1,5.7,30.4,,99,120
2008,8,DEN,Denver Nuggets,Marcus Camby,33,4,4,124,2.0,8.3,0.24,0.4,0.4,1.0,1.6,8.0,0.2,0.8,2.4,0.33,4.4,16.7,21.1,4.8,1.6,4.8,4.0,4.0,5.2,,70,107
2008,8,DEN,Denver Nuggets,Linas Kleiza,23,4,3,122,8.9,16.6,0.54,1.2,5.7,0.21,7.7,10.9,0.7,3.6,5.3,0.69,3.2,7.3,10.5,1.2,0.4,0.0,2.0,4.4,22.6,,121,120
2008,8,DEN,Denver Nuggets,Kenyon Martin,30,4,4,118,6.3,14.2,0.44,0.0,0.0,,6.3,14.2,0.44,2.1,3.3,0.62,5.4,5.0,10.4,2.1,1.7,0.8,3.8,8.4,14.6,,94,118
2008,8,DEN,Denver Nuggets,J.R. Smith,22,4,0,108,10.5,19.6,0.54,3.2,10.0,0.32,7.3,9.6,0.76,9.1,11.0,0.83,0.5,2.7,3.2,3.2,1.8,0.0,2.3,5.5,33.3,,136,120
2008,8,DEN,Denver Nuggets,Eduardo Najera,31,4,0,78,4.4,8.8,0.5,1.3,3.2,0.4,3.2,5.7,0.56,0.0,0.0,,3.2,5.1,8.2,3.8,1.9,0.6,3.2,9.5,10.1,,102,117
2008,8,DEN,Denver Nuggets,Anthony Carter,32,4,1,61,3.2,11.3,0.29,0.0,4.0,0.0,3.2,7.3,0.44,0.0,0.0,,1.6,6.5,8.1,11.3,0.8,0.8,2.4,4.8,6.5,,88,119
2008,8,DEN,Denver Nuggets,Nene Hilario,25,3,0,30,8.2,14.8,0.56,0.0,0.0,,8.2,14.8,0.56,4.9,4.9,1.0,4.9,6.6,11.5,1.6,3.3,1.6,3.3,13.1,21.4,,119,112
2008,8,DEN,Denver Nuggets,Yakhouba Diawara,25,3,0,8,12.3,30.8,0.4,0.0,12.3,0.0,12.3,18.5,0.67,0.0,0.0,,0.0,6.2,6.2,0.0,0.0,0.0,0.0,0.0,24.7,,91,122
2008,8,DEN,Denver Nuggets,Steven Hunter,26,2,0,5,0.0,9.9,0.0,0.0,0.0,,0.0,9.9,0.0,0.0,0.0,,0.0,19.7,19.7,0.0,0.0,0.0,0.0,0.0,0.0,,0,114
2008,8,DEN,Denver Nuggets,Chucky Atkins,33,1,0,3,0.0,16.4,0.0,0.0,16.4,0.0,0.0,0.0,,0.0,0.0,,0.0,16.4,16.4,0.0,0.0,0.0,0.0,0.0,0.0,,0,116
