Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
2008,11,HOU,Houston Rockets,Tracy McGrady,28,6,6,247,14.2,33.5,0.42,1.1,5.5,0.21,13.1,28.0,0.47,7.6,12.1,0.62,1.6,9.6,11.2,9.4,2.1,1.1,4.1,1.8,37.1,,103,104
2008,11,HOU,Houston Rockets,Shane Battier,29,6,6,246,4.6,10.4,0.44,2.8,5.8,0.48,1.8,4.6,0.4,1.8,2.5,0.73,1.6,3.7,5.3,0.7,1.4,1.2,1.8,4.4,13.8,,112,110
2008,11,HOU,Houston Rockets,Luis Scola,27,6,6,220,7.7,17.2,0.45,0.0,0.3,0.0,7.7,17.0,0.46,6.2,9.0,0.69,6.2,8.2,14.4,2.1,1.0,0.3,3.1,7.7,21.6,,106,108
2008,11,HOU,Houston Rockets,Bobby Jackson,34,6,2,138,8.2,28.7,0.29,2.1,9.8,0.21,6.2,18.9,0.33,2.9,4.5,0.64,0.8,3.3,4.1,3.7,2.1,0.0,1.6,4.5,21.3,,81,110
2008,11,HOU,Houston Rockets,Rafer Alston,31,4,4,126,9.4,21.6,0.44,4.9,11.2,0.44,4.5,10.3,0.44,1.8,2.2,0.8,0.9,1.8,2.7,8.1,1.8,0.0,2.7,3.1,25.6,,117,111
2008,11,HOU,Houston Rockets,Dikembe Mutombo,41,6,6,123,3.7,6.0,0.62,0.0,0.0,,3.7,6.0,0.62,3.2,5.1,0.64,4.6,13.3,18.0,0.9,0.5,5.1,0.5,4.6,10.6,,142,101
2008,11,HOU,Houston Rockets,Chuck Hayes,24,6,0,108,3.7,5.8,0.64,0.0,1.0,0.0,3.7,4.7,0.78,0.0,0.0,,3.7,11.0,14.7,2.6,1.6,3.1,2.1,9.4,7.3,,113,102
2008,11,HOU,Houston Rockets,Carl Landry,24,6,0,106,5.9,13.9,0.42,0.0,0.0,,5.9,13.9,0.42,6.4,8.5,0.75,8.0,6.9,15.0,0.0,3.7,1.6,1.1,4.3,18.2,,120,102
2008,11,HOU,Houston Rockets,Aaron Brooks,23,6,0,50,9.1,28.3,0.32,0.0,11.3,0.0,9.1,17.0,0.53,10.2,12.5,0.82,0.0,6.8,6.8,3.4,0.0,0.0,3.4,12.5,28.3,,89,111
2008,11,HOU,Houston Rockets,Luther Head,25,5,0,44,1.3,18.0,0.07,0.0,7.7,0.0,1.3,10.3,0.12,2.6,2.6,1.0,1.3,1.3,2.6,5.1,2.6,1.3,5.1,3.9,5.1,,39,109
2008,11,HOU,Houston Rockets,Steve Novak,24,3,0,21,8.1,10.8,0.75,5.4,8.1,0.67,2.7,2.7,1.0,0.0,0.0,,2.7,2.7,5.4,0.0,0.0,2.7,0.0,5.4,21.6,,198,112
2008,11,HOU,Houston Rockets,Mike Harris,24,3,0,9,6.3,12.6,0.5,0.0,0.0,,6.3,12.6,0.5,6.3,12.6,0.5,6.3,6.3,12.6,0.0,0.0,0.0,0.0,0.0,18.9,,123,112
2008,11,HOU,Houston Rockets,Loren Woods,29,1,0,1,56.6,56.6,1.0,0.0,0.0,,56.6,56.6,1.0,0.0,0.0,,56.6,0.0,56.6,0.0,0.0,0.0,0.0,0.0,113.3,,203,117
