PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Dwight Howard,25.0,78,78.0,2935,619,1044,0.593,0,7,0.0,619,1037,0.597,0.593,546,916,0.596,309,789,1098,107,107,186,279,258,1784
Jameer Nelson,28.0,76,76.0,2319,374,838,0.446,119,297,0.401,255,541,0.47100000000000003,0.517,130,162,0.802,37,189,226,456,75,3,194,209,997
Brandon Bass,25.0,76,51.0,1980,332,645,0.515,0,2,0.0,332,643,0.516,0.515,190,233,0.815,134,290,424,57,27,52,97,159,854
Jason Richardson,30.0,55,55.0,1919,289,667,0.433,127,331,0.384,162,336,0.48200000000000004,0.528,61,87,0.701,34,186,220,111,66,10,65,116,766
Hedo Türkoğlu,31.0,56,56.0,1910,237,529,0.44799999999999995,86,213,0.40399999999999997,151,316,0.478,0.529,80,120,0.667,25,231,256,285,54,20,101,170,640
J.J. Redick,26.0,59,5.0,1513,197,447,0.441,87,219,0.397,110,228,0.48200000000000004,0.5379999999999999,112,128,0.875,6,107,113,102,29,3,53,80,593
Ryan Anderson,22.0,64,14.0,1424,226,525,0.43,134,341,0.39299999999999996,92,184,0.5,0.5579999999999999,95,117,0.812,129,226,355,52,30,38,49,137,681
Gilbert Arenas,29.0,49,2.0,1070,139,404,0.344,50,182,0.275,89,222,0.401,0.406,64,86,0.7440000000000001,16,103,119,157,44,9,106,112,392
Quentin Richardson,30.0,57,19.0,955,87,255,0.341,42,146,0.28800000000000003,45,109,0.413,0.424,33,44,0.75,39,139,178,38,25,5,33,74,249
Rashard Lewis,31.0,25,25.0,810,113,270,0.419,44,120,0.36700000000000005,69,150,0.46,0.5,34,45,0.7559999999999999,23,83,106,29,22,10,35,63,304
Chris Duhon,28.0,51,5.0,774,49,129,0.38,13,52,0.25,36,77,0.46799999999999997,0.43,14,25,0.56,9,43,52,118,16,2,61,30,125
Vince Carter,34.0,22,22.0,664,125,266,0.47,27,78,0.34600000000000003,98,188,0.521,0.521,56,75,0.747,11,79,90,64,20,3,36,70,333
Mickaël Piétrus,28.0,19,0.0,418,45,115,0.391,34,87,0.391,11,28,0.39299999999999996,0.539,3,6,0.5,6,44,50,10,10,3,14,35,127
Marcin Gortat,26.0,25,2.0,396,44,81,0.5429999999999999,0,0,,44,81,0.5429999999999999,0.5429999999999999,12,18,0.667,38,80,118,17,7,21,17,52,100
Earl Clark,23.0,33,0.0,392,56,127,0.441,0,5,0.0,56,122,0.45899999999999996,0.441,22,37,0.595,33,51,84,5,7,15,26,39,134
Malik Allen,32.0,18,0.0,178,11,31,0.355,0,0,,11,31,0.355,0.355,1,2,0.5,12,20,32,4,1,4,3,30,23
Jason Williams,35.0,16,0.0,171,13,38,0.342,7,23,0.304,6,15,0.4,0.434,0,0,,3,19,22,24,8,0,11,6,33
Team Totals,,82,,19830,2956,6411,0.461,770,2103,0.366,2186,4308,0.507,0.521,1453,2101,0.6920000000000001,864,2679,3543,1636,548,384,1224,1640,8135
