PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kevin Durant,22.0,78,78.0,3038,711,1538,0.462,145,414,0.35,566,1124,0.504,0.509,594,675,0.88,57,476,533,214,88,76,218,159,2161
Russell Westbrook,22.0,82,82.0,2847,614,1390,0.442,34,103,0.33,580,1287,0.451,0.45399999999999996,531,631,0.8420000000000001,121,258,379,670,155,30,316,207,1793
Serge Ibaka,21.0,82,44.0,2216,335,617,0.5429999999999999,0,1,0.0,335,616,0.544,0.5429999999999999,138,184,0.75,214,408,622,22,31,198,71,267,808
James Harden,21.0,82,5.0,2189,298,684,0.436,113,324,0.349,185,360,0.514,0.518,289,343,0.843,42,213,255,176,92,24,106,207,998
Thabo Sefolosha,26.0,79,79.0,2049,157,333,0.47100000000000003,28,102,0.275,129,231,0.5579999999999999,0.514,59,79,0.747,65,281,346,111,97,38,55,171,401
Jeff Green,24.0,49,49.0,1815,270,618,0.43700000000000006,56,184,0.304,214,434,0.493,0.48200000000000004,148,181,0.818,57,217,274,89,40,21,76,142,744
Nick Collison,30.0,71,2.0,1524,137,242,0.5660000000000001,0,0,,137,242,0.5660000000000001,0.5660000000000001,55,73,0.753,119,197,316,69,42,31,55,210,329
Eric Maynor,23.0,82,0.0,1200,134,333,0.402,37,96,0.385,97,237,0.409,0.45799999999999996,43,59,0.7290000000000001,25,96,121,238,35,6,77,96,348
Nenad Krstić,27.0,47,47.0,1018,152,305,0.498,0,0,,152,305,0.498,0.498,53,66,0.8029999999999999,77,130,207,19,18,17,33,107,357
Daequan Cook,23.0,43,0.0,598,79,181,0.436,65,154,0.42200000000000004,14,27,0.519,0.616,16,20,0.8,8,64,72,20,14,1,17,51,239
Nazr Mohammed,33.0,24,7.0,429,75,131,0.573,0,0,,75,131,0.573,0.573,15,24,0.625,46,70,116,6,16,10,19,63,165
Kendrick Perkins,26.0,17,17.0,429,35,71,0.493,0,0,,35,71,0.493,0.493,17,32,0.531,39,96,135,16,7,16,31,54,87
D.J. White,24.0,23,0.0,219,30,65,0.462,0,0,,30,65,0.462,0.462,5,10,0.5,12,40,52,4,6,8,7,31,65
Royal Ivey,29.0,25,0.0,155,16,38,0.42100000000000004,7,16,0.43799999999999994,9,22,0.409,0.513,2,2,1.0,2,14,16,7,6,1,5,17,41
Cole Aldrich,22.0,18,0.0,142,8,15,0.5329999999999999,0,0,,8,15,0.5329999999999999,0.5329999999999999,2,4,0.5,13,22,35,4,5,7,8,30,18
Byron Mullens,21.0,13,0.0,85,9,28,0.321,0,0,,9,28,0.321,0.321,7,14,0.5,6,18,24,0,2,3,8,11,25
Nate Robinson,26.0,4,0.0,30,4,15,0.267,2,8,0.25,2,7,0.28600000000000003,0.33299999999999996,3,4,0.75,0,1,1,6,0,0,2,8,13
Morris Peterson,33.0,4,0.0,23,2,5,0.4,0,1,0.0,2,4,0.5,0.4,0,0,,0,3,3,1,0,0,0,5,4
Team Totals,,82,,20005,3066,6609,0.46399999999999997,487,1403,0.34700000000000003,2579,5206,0.495,0.501,1977,2401,0.823,903,2604,3507,1672,654,487,1156,1836,8596
