SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
2012,5,CHI,Luol Deng,26,54,2129,14.1,0.5,0.28,0.22,4.1,14.0,9.2,11.7,1.4,1.2,10.4,19.8,,2.3,3.6,5.8,0.13,,0.6,1.1,1.7,2.0
2012,5,CHI,Carlos Boozer,30,66,1948,19.7,0.55,0.0,0.16,6.7,25.3,16.1,11.8,1.7,0.9,11.3,23.8,,3.3,4.3,7.6,0.19,,1.1,1.6,2.7,2.3
2012,5,CHI,Joakim Noah,26,64,1945,19.6,0.56,0.0,0.42,14.1,21.8,18.0,12.7,1.1,3.4,13.7,15.8,,4.9,4.2,9.0,0.22,,1.7,2.1,3.8,2.8
2012,5,CHI,Ronnie Brewer,26,66,1635,12.3,0.46,0.16,0.22,5.0,10.6,7.9,12.7,2.4,0.9,10.8,15.3,,1.0,2.9,3.9,0.11,,-1.5,2.2,0.7,1.1
2012,5,CHI,Kyle Korver,30,65,1469,13.6,0.6,0.66,0.16,2.0,9.9,6.0,11.7,1.3,0.7,10.7,15.3,,3.1,2.1,5.3,0.17,,1.1,1.2,2.2,1.6
2012,5,CHI,Derrick Rose,23,39,1375,23.0,0.53,0.25,0.34,2.1,8.4,5.3,40.3,1.4,1.4,12.9,30.5,,4.1,2.0,6.0,0.21,,6.1,0.3,6.4,2.9
2012,5,CHI,Taj Gibson,26,63,1284,16.9,0.52,0.0,0.33,12.0,16.8,14.4,5.9,1.1,4.5,11.5,18.6,,1.8,2.6,4.5,0.17,,-0.7,1.5,0.8,0.9
2012,5,CHI,C.J. Watson,27,49,1159,13.3,0.49,0.4,0.24,2.1,7.9,5.1,27.2,2.1,0.5,16.7,22.8,,0.8,1.8,2.6,0.11,,-0.5,0.2,-0.3,0.5
2012,5,CHI,Amer AAYAk,25,66,971,13.4,0.51,0.0,0.66,14.9,25.1,20.1,4.8,1.7,5.0,25.2,12.6,,0.1,2.5,2.6,0.13,,-3.2,2.5,-0.7,0.3
2012,5,CHI,John Lucas III,29,49,726,16.3,0.5,0.39,0.09,3.4,8.1,5.8,25.8,1.4,0.1,10.1,26.0,,1.2,1.0,2.2,0.14,,2.9,0.0,2.9,0.9
2012,5,CHI,Richard Hamilton,33,28,697,13.2,0.5,0.15,0.12,3.3,7.2,5.3,21.0,0.9,0.1,13.1,24.5,,0.5,0.8,1.3,0.09,,-0.7,-0.9,-1.7,0.1
2012,5,CHI,Jimmy Butler,22,42,359,12.5,0.53,0.14,0.71,7.3,10.1,8.7,5.7,1.6,1.0,11.9,14.9,,0.5,0.6,1.1,0.14,,-1.8,0.5,-1.3,0.1
2012,5,CHI,Brian Scalabrine,33,28,122,13.5,0.49,0.23,0.2,7.5,11.7,9.6,18.7,2.2,3.5,21.6,15.5,,0.0,0.2,0.3,0.11,,-1.0,2.6,1.6,0.1
2012,5,CHI,Mike James,36,11,120,13.7,0.5,0.2,0.16,1.9,7.3,4.6,39.8,1.8,1.2,21.0,25.3,,0.1,0.2,0.3,0.11,,-0.8,0.4,-0.4,0.0
