NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
19,Gustavo Ayón,C,6-10,250,1985-04-01,MX,1,
21,Samuel Dalembert,C,6-11,255,1981-05-10,HT,10,Seton Hall
6,Marquis Daniels,SF,6-6,200,1981-01-07,US,9,Auburn
17,Mike Dunleavy,SF,6-9,230,1980-09-15,US,10,Duke
11,Monta Ellis,SG,6-3,185,1985-10-26,US,7,
0,Drew Gooden,C,6-10,250,1981-09-24,US,10,Kansas
15,Tobias Harris,SF,6-8,226,1992-07-15,US,1,Tennessee
31,John Henson,PF,6-9,219,1990-12-28,US,R,UNC
7,Ersan İlyasova,PF,6-9,235,1987-05-15,TR,4,
3,Brandon Jennings,PG,6-1,170,1989-09-23,US,3,
20,Doron Lamb,SG,6-4,210,1991-11-06,US,R,Kentucky
12,Luc Mbah a Moute,SF,6-8,230,1986-09-09,CM,4,UCLA
10,Joel Przybilla,C,7-1,255,1979-10-10,US,12,Minnesota
5,J.J. Redick,SG,6-3,200,1984-06-24,US,6,Duke
8,Larry Sanders,C,6-11,235,1988-11-21,US,2,VCU
15,Ish Smith,PG,6-0,175,1988-07-05,US,2,Wake Forest
13,Ekpe Udoh,C,6-10,245,1987-05-20,US,2,"Michigan, Baylor"
19,Beno Udrih,SG,6-3,205,1982-07-05,SI,8,
