NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
0,Michael Beasley,SF,6-9,235,1989-01-09,US,4,Kansas State
26,Shannon Brown,SG,6-4,205,1985-11-29,US,6,Michigan State
1,Goran Dragić,PG,6-3,190,1986-05-06,SI,4,
3,Jared Dudley,SF,6-6,237,1985-07-10,US,5,Boston College
10,Diante Garrett,PG,6-4,190,1988-11-03,US,R,Iowa State
4,Marcin Gortat,C,6-11,240,1984-02-17,PL,5,
98,Hamed Haddadi,C,7-2,254,1985-05-19,IR,4,
2,Wesley Johnson,SF,6-7,215,1987-07-11,US,2,"Iowa State, Syracuse"
12,Kendall Marshall,PG,6-4,200,1991-08-19,US,R,UNC
15,Marcus Morris,SF,6-8,218,1989-09-02,US,1,Kansas
11,Markieff Morris,PF,6-8,245,1989-09-02,US,1,Kansas
20,Jermaine O'Neal,C,6-11,226,1978-10-13,US,16,
14,Luis Scola,PF,6-9,240,1980-04-30,AR,5,
31,Sebastian Telfair,PG,6-0,165,1985-06-09,US,8,
17,P.J. Tucker,SG,6-5,245,1985-05-05,US,1,Texas
40,Luke Zeller,C,6-11,245,1987-04-07,US,R,Notre Dame
