NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
1,Trevor Ariza,SF,6-8,215,1985-06-30,US,8,UCLA
30,Earl Barron,C,7-0,250,1981-08-14,US,6,Memphis
3,Bradley Beal,SG,6-3,207,1993-06-28,US,R,Florida
35,Trevor Booker,PF,6-8,228,1987-11-25,US,2,Clemson
98,Jason Collins,C,7-0,255,1978-12-02,US,11,Stanford
15,Jordan Crawford,SG,6-4,195,1988-10-23,US,2,"Indiana, Xavier"
42,Nenê Hilário,PF,6-11,250,1982-09-13,BR,10,
14,Shaun Livingston,PG,6-7,192,1985-09-11,US,7,
22,Shelvin Mack,PG,6-3,203,1990-04-22,US,1,Butler
20,Cartier Martin,SF,6-7,220,1984-11-20,US,4,Kansas State
50,Emeka Okafor,C,6-10,252,1982-09-28,US,8,UConn
7,Jannero Pargo,PG,6-1,175,1979-10-22,US,8,Arkansas
12,A.J. Price,PG,6-2,181,1986-10-07,US,3,UConn
13,Kevin Séraphin,C,6-9,285,1989-12-07,GF,2,
31,Chris Singleton,PF,6-8,230,1989-11-21,US,1,Florida State
17,Garrett Temple,SG,6-5,195,1986-05-08,US,2,LSU
24,Jan Veselý,PF,6-11,240,1990-04-24,CZ,1,
2,John Wall,PG,6-4,210,1990-09-06,US,2,Kentucky
9,Martell Webster,SF,6-7,230,1986-12-04,US,7,
