NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
0,Al-Farouq Aminu,SF,6-8,220,1990-09-21,US,2,Wake Forest
17,Lou Amundson,PF,6-9,220,1982-12-07,US,6,UNLV
33,Ryan Anderson,PF,6-9,240,1988-05-06,US,4,California
23,Anthony Davis,PF,6-10,253,1993-03-11,US,R,Kentucky
10,Eric Gordon,SG,6-3,215,1988-12-25,US,4,Indiana
12,Terrel Harris,SG,6-5,190,1987-08-10,US,1,Oklahoma State
4,Xavier Henry,SF,6-6,220,1991-03-15,BE,2,Kansas
15,Robin Lopez,C,7-0,281,1988-04-01,US,4,Stanford
8,Roger Mason,SG,6-5,200,1980-09-10,US,8,Virginia
5,Dominic McGuire,SF,6-9,220,1985-10-20,US,5,"California, Fresno State"
2,Darius Miller,SF,6-6,225,1990-03-21,US,R,Kentucky
25,Austin Rivers,SG,6-3,200,1992-08-01,US,R,Duke
22,Brian Roberts,PG,6-1,173,1985-12-03,US,R,Dayton
20,Henry Sims,C,6-10,248,1990-03-27,US,R,Georgetown
12,Donald Sloan,PG,6-3,205,1988-01-15,US,1,Texas A&M
14,Jason Smith,C,7-0,240,1986-03-02,US,4,Colorado State
42,Lance Thomas,SF,6-8,240,1988-04-24,US,1,Duke
21,Greivis Vásquez,PG,6-6,217,1987-01-16,VE,2,Maryland
1,Hakim Warrick,PF,6-9,219,1982-07-08,US,7,Syracuse
