NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
36,Omri Casspi,SF,6-9,225,1988-06-22,IL,3,
21,Wayne Ellington,SG,6-4,207,1987-11-29,US,3,UNC
33,Alonzo Gee,SF,6-6,225,1987-05-29,US,3,Alabama
1,Daniel Gibson,PG,6-2,190,1986-02-27,US,6,Texas
2,Kyrie Irving,PG,6-2,195,1992-03-23,AU,1,Duke
5,Kevin Jones,PF,6-8,251,1989-08-25,US,R,West Virginia
30,Jon Leuer,C,6-10,228,1989-05-14,US,1,Wisconsin
14,Shaun Livingston,PG,6-7,192,1985-09-11,US,7,
0,C.J. Miles,SF,6-6,220,1987-03-18,US,7,
8,Jeremy Pargo,PG,6-2,219,1986-03-17,US,1,Gonzaga
20,Chris Quinn,SG,6-2,185,1983-09-27,US,5,Notre Dame
24,Samardo Samuels,C,6-9,260,1989-01-09,JM,2,Louisville
15,Donald Sloan,SG,6-3,205,1988-01-15,US,1,Texas A&M
15,Marreese Speights,C,6-10,255,1987-08-04,US,4,Florida
13,Tristan Thompson,PF,6-9,254,1991-03-13,CA,1,Texas
17,Anderson Varejão,C,6-10,273,1982-09-28,BR,8,
3,Dion Waiters,SG,6-3,215,1991-12-10,US,R,Syracuse
4,Luke Walton,PF,6-8,235,1980-03-28,US,9,Arizona
40,Tyler Zeller,C,7-0,253,1990-01-17,US,R,UNC
