NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
7,Carmelo Anthony,PF,6-8,238,1984-05-29,US,9,Syracuse
42,Earl Barron,C,7-0,250,1981-08-14,US,6,Memphis
11,Ronnie Brewer,SF,6-7,220,1985-03-20,US,6,Arkansas
23,Marcus Camby,PF,6-11,220,1974-03-22,US,16,UMass
6,Tyson Chandler,C,7-0,235,1982-10-02,US,11,
14,Chris Copeland,PF,6-9,239,1984-03-17,US,R,Colorado
2,Raymond Felton,PG,6-1,205,1984-06-26,US,7,UNC
54,Solomon Jones,PF,6-10,230,1984-07-16,US,6,South Florida
5,Jason Kidd,SG,6-4,205,1973-03-23,US,18,California
3,Kenyon Martin,C,6-9,234,1977-12-30,US,12,Cincinnati
16,Steve Novak,SF,6-10,225,1983-06-13,US,6,Marquette
9,Pablo Prigioni,PG,6-3,185,1977-05-17,AR,R,
55,Quentin Richardson,SF,6-6,223,1980-04-13,US,12,DePaul
21,Iman Shumpert,SG,6-5,215,1990-06-26,US,1,Georgia Tech
8,J.R. Smith,SG,6-6,225,1985-09-09,US,8,
1,Amar'e Stoudemire,PF,6-10,245,1982-11-16,US,10,
40,Kurt Thomas,PF,6-9,230,1972-10-04,US,17,TCU
36,Rasheed Wallace,C,6-10,225,1974-09-17,US,15,UNC
4,James White,SF,6-7,200,1982-10-21,US,2,"Florida, Cincinnati"
