Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1985,29,2767,UTA,Utah Jazz,John Stockton,1962-03-26,22.0,NBA,PG,82,1490,13.3,0.55,0.03,0.58,1.9,5.4,3.6,35.9,3.3,0.4,26.4,15.1,0.8,2.3,3.1,0.1,-1.7,1.6,-0.1,0.7
1986,29,2767,UTA,Utah Jazz,John Stockton,1962-03-26,23.0,NBA,PG,82,1935,17.0,0.57,0.03,0.44,1.9,8.1,5.0,41.8,3.8,0.3,23.2,15.1,2.9,2.9,5.9,0.15,0.5,1.9,2.4,2.1
1987,29,2767,UTA,Utah Jazz,John Stockton,1962-03-26,24.0,NBA,PG,82,1858,19.0,0.57,0.08,0.5,1.8,6.7,4.2,47.6,4.4,0.4,22.5,15.5,3.4,3.3,6.7,0.17,1.6,3.7,5.3,3.4
1988,29,2767,UTA,Utah Jazz,John Stockton,1962-03-26,25.0,NBA,PG,82,2842,23.2,0.64,0.08,0.41,2.1,6.6,4.5,54.8,4.0,0.3,21.9,17.2,9.2,4.9,14.1,0.24,5.2,3.3,8.5,7.6
1989,29,2767,UTA,Utah Jazz,John Stockton,1962-03-26,26.0,NBA,PG,82,3171,22.9,0.62,0.07,0.49,3.1,5.4,4.3,54.3,4.1,0.3,21.5,19.1,9.8,5.8,15.6,0.24,5.1,3.2,8.3,8.3
1990,29,2767,UTA,Utah Jazz,John Stockton,1962-03-26,27.0,NBA,PG,78,2915,23.9,0.61,0.12,0.47,2.5,5.6,4.1,57.4,3.5,0.4,19.7,20.6,10.4,4.0,14.4,0.24,6.7,2.2,8.9,8.0
1991,29,2767,UTA,Utah Jazz,John Stockton,1962-03-26,28.0,NBA,PG,82,3103,23.4,0.6,0.17,0.44,1.9,6.8,4.5,57.5,3.8,0.3,20.3,20.9,9.4,4.7,14.0,0.22,5.8,2.5,8.3,8.1
1992,29,2767,UTA,Utah Jazz,John Stockton,1962-03-26,29.0,NBA,PG,82,3002,22.8,0.59,0.22,0.39,2.7,7.3,5.1,53.7,4.1,0.4,20.6,19.9,8.8,4.6,13.4,0.22,6.0,2.7,8.7,8.1
1993,29,2767,UTA,Utah Jazz,John Stockton,1962-03-26,30.0,NBA,PG,82,2863,21.3,0.58,0.21,0.41,2.6,6.7,4.7,49.8,3.5,0.5,20.1,19.9,7.2,3.4,10.6,0.18,5.1,1.5,6.6,6.2
1994,29,2767,UTA,Utah Jazz,John Stockton,1962-03-26,31.0,NBA,PG,82,2969,22.5,0.61,0.17,0.39,2.8,7.1,5.0,53.1,3.5,0.5,20.7,19.1,9.3,4.0,13.2,0.21,5.8,2.2,8.0,7.5
1995,29,2767,UTA,Utah Jazz,John Stockton,1962-03-26,32.0,NBA,PG,82,2867,23.3,0.65,0.29,0.39,2.6,8.0,5.5,52.6,3.5,0.6,22.4,18.9,9.9,4.0,13.9,0.23,7.0,2.0,9.0,7.9
1996,29,2767,UTA,Utah Jazz,John Stockton,1962-03-26,33.0,NBA,PG,82,2915,21.9,0.64,0.28,0.34,2.3,7.1,4.8,49.1,2.6,0.4,20.7,18.7,10.1,2.9,13.0,0.21,6.0,0.7,6.8,6.4
1997,29,2767,UTA,Utah Jazz,John Stockton,1962-03-26,34.0,NBA,PG,82,2896,22.1,0.66,0.24,0.43,2.1,7.4,4.9,46.0,3.1,0.4,21.6,18.4,10.0,3.6,13.6,0.23,5.6,1.0,6.6,6.3
1998,29,2767,UTA,Utah Jazz,John Stockton,1962-03-26,35.0,NBA,PG,64,1858,21.8,0.63,0.18,0.45,2.5,8.2,5.6,47.8,2.6,0.4,20.8,19.3,6.4,1.6,8.0,0.21,5.5,0.2,5.6,3.6
1999,29,2767,UTA,Utah Jazz,John Stockton,1962-03-26,36.0,NBA,PG,50,1410,21.9,0.57,0.12,0.41,2.9,9.3,6.3,48.3,3.2,0.7,18.5,20.1,4.2,2.2,6.4,0.22,4.1,1.9,6.1,2.8
2000,29,2767,UTA,Utah Jazz,John Stockton,1962-03-26,37.0,NBA,PG,82,2432,22.4,0.59,0.17,0.35,2.3,8.3,5.4,48.1,3.1,0.5,17.6,19.3,8.2,3.1,11.2,0.22,5.0,1.7,6.6,5.3
2001,29,2767,UTA,Utah Jazz,John Stockton,1962-03-26,38.0,NBA,PG,82,2397,22.3,0.61,0.2,0.43,2.9,8.8,5.9,48.7,2.9,0.7,20.8,18.8,8.2,2.6,10.8,0.22,5.5,1.2,6.7,5.3
2002,29,2767,UTA,Utah Jazz,John Stockton,1962-03-26,39.0,NBA,PG,82,2566,21.9,0.6,0.1,0.41,2.8,9.6,6.2,46.3,3.2,0.7,18.5,19.8,8.0,2.6,10.7,0.2,4.0,1.3,5.3,4.8
2003,29,2767,UTA,Utah Jazz,John Stockton,1962-03-26,40.0,NBA,PG,82,2275,21.0,0.58,0.12,0.45,2.8,7.7,5.4,46.4,3.2,0.5,19.2,19.2,6.5,2.5,9.0,0.19,3.9,1.1,5.0,4.0
