Player ID,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1993,11,33,3.05,0.45,0.54,0.5,0.0,9.85,4.95,2.55,0.0,1.75,4.65,21.95,0.0,0.0,0.0,-0.02,-6.5,-1.8,-8.3,0.0
