Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1987,31.0,1523,TOT,Total After Trade,24.0,NBA,"SF,SG",65.0,858.0,10.7,0.46,0.06,0.2,4.9,8.5,6.7,11.6,2.3,1.3,12.3,18.7,-0.2,0.7,0.5,0.03,-2.5,-0.2,-2.7,-0.1
1987,,1523,WSB,None,24.0,NBA,SG,16.0,114.0,8.1,0.48,0.03,0.39,0.9,7.6,4.2,8.4,4.2,0.5,22.1,17.5,-0.2,0.2,0.0,-0.01,-5.3,2.2,-3.1,0.0
1987,27.0,1523,SAS,San Antonio Spurs,24.0,NBA,SF,49.0,744.0,11.1,0.46,0.07,0.18,5.5,8.6,7.0,12.1,2.0,1.4,10.9,18.9,0.0,0.5,0.5,0.03,-2.0,-0.6,-2.6,-0.1
1989,31.0,1523,TOT,Total After Trade,26.0,NBA,SG,33.0,196.0,13.4,0.44,0.2,0.2,8.1,7.8,8.0,13.0,2.8,0.9,5.5,20.1,0.1,0.2,0.3,0.08,-0.2,0.9,0.7,0.1
1989,5.0,1523,CHI,Charlotte Bobcats,26.0,NBA,SG,8.0,65.0,6.4,0.38,0.07,0.13,7.3,6.9,7.1,7.7,1.5,0.9,5.9,11.1,0.0,0.0,0.0,0.03,-3.6,0.0,-3.7,0.0
1989,7.0,1523,DAL,Dallas Mavericks,26.0,NBA,SG,25.0,131.0,16.8,0.46,0.23,0.22,8.5,8.3,8.4,15.6,3.4,0.9,5.4,24.5,0.1,0.2,0.3,0.1,1.5,1.4,2.8,0.2
1990,7.0,1523,DAL,Dallas Mavericks,27.0,NBA,SG,66.0,650.0,7.6,0.44,0.07,0.36,5.9,8.4,7.2,6.3,2.5,1.5,15.8,18.0,-0.8,0.8,0.0,-0.0,-4.6,0.6,-4.0,-0.3
