Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
1995,7,1607,DAL,Dallas Mavericks,Jason Kidd,1973-03-23,21.0,NBA,PG,79.0,79.0,2668.0,330.0,857.0,0.38,70.0,257.0,0.27,260.0,600.0,0.43,0.43,192.0,275.0,0.7,152.0,278.0,430.0,607.0,151.0,24.0,250.0,146.0,922.0,4.0
1996,7,1607,DAL,Dallas Mavericks,Jason Kidd,1973-03-23,22.0,NBA,PG,81.0,81.0,3034.0,493.0,1293.0,0.38,133.0,396.0,0.34,360.0,897.0,0.4,0.43,229.0,331.0,0.69,203.0,350.0,553.0,783.0,175.0,26.0,328.0,155.0,1348.0,9.0
1997,31,1607,TOT,Total After Trade,Jason Kidd,1973-03-23,23.0,NBA,PG,55.0,45.0,1964.0,213.0,529.0,0.4,61.0,165.0,0.37,152.0,364.0,0.42,0.46,112.0,165.0,0.68,64.0,185.0,249.0,496.0,124.0,20.0,142.0,114.0,599.0,2.0
1997,7,1607,DAL,Dallas Mavericks,Jason Kidd,1973-03-23,23.0,NBA,PG,22.0,22.0,791.0,75.0,203.0,0.37,21.0,65.0,0.32,54.0,138.0,0.39,0.42,46.0,69.0,0.67,30.0,60.0,90.0,200.0,45.0,8.0,66.0,42.0,217.0,0.0
1997,24,1607,PHO,Phoenix Suns,Jason Kidd,1973-03-23,23.0,NBA,PG,33.0,23.0,1173.0,138.0,326.0,0.42,40.0,100.0,0.4,98.0,226.0,0.43,0.48,66.0,96.0,0.69,34.0,125.0,159.0,296.0,79.0,12.0,76.0,72.0,382.0,2.0
1998,24,1607,PHO,Phoenix Suns,Jason Kidd,1973-03-23,24.0,NBA,PG,82.0,82.0,3118.0,357.0,859.0,0.42,73.0,233.0,0.31,284.0,626.0,0.45,0.46,167.0,209.0,0.8,108.0,402.0,510.0,745.0,162.0,26.0,261.0,142.0,954.0,4.0
1999,24,1607,PHO,Phoenix Suns,Jason Kidd,1973-03-23,25.0,NBA,PG,50.0,50.0,2060.0,310.0,698.0,0.44,45.0,123.0,0.37,265.0,575.0,0.46,0.48,181.0,239.0,0.76,87.0,252.0,339.0,539.0,114.0,19.0,150.0,108.0,846.0,7.0
2000,24,1607,PHO,Phoenix Suns,Jason Kidd,1973-03-23,26.0,NBA,PG,67.0,67.0,2616.0,350.0,855.0,0.41,56.0,166.0,0.34,294.0,689.0,0.43,0.44,203.0,245.0,0.83,96.0,387.0,483.0,678.0,134.0,28.0,226.0,148.0,959.0,5.0
2001,24,1607,PHO,Phoenix Suns,Jason Kidd,1973-03-23,27.0,NBA,PG,77.0,76.0,3065.0,451.0,1097.0,0.41,69.0,232.0,0.3,382.0,865.0,0.44,0.44,328.0,403.0,0.81,91.0,403.0,494.0,753.0,166.0,23.0,286.0,171.0,1299.0,7.0
2002,3,1607,NJN,New Jersey Nets,Jason Kidd,1973-03-23,28.0,NBA,PG,82.0,82.0,3056.0,445.0,1138.0,0.39,117.0,364.0,0.32,328.0,774.0,0.42,0.44,201.0,247.0,0.81,130.0,465.0,595.0,808.0,175.0,20.0,286.0,136.0,1208.0,8.0
2003,3,1607,NJN,New Jersey Nets,Jason Kidd,1973-03-23,29.0,NBA,PG,80.0,80.0,2989.0,515.0,1244.0,0.41,126.0,370.0,0.34,389.0,874.0,0.44,0.46,339.0,403.0,0.84,110.0,394.0,504.0,711.0,179.0,25.0,296.0,127.0,1495.0,4.0
2004,3,1607,NJN,New Jersey Nets,Jason Kidd,1973-03-23,30.0,NBA,PG,67.0,66.0,2450.0,368.0,959.0,0.38,94.0,293.0,0.32,274.0,666.0,0.41,0.43,206.0,249.0,0.83,85.0,343.0,428.0,618.0,122.0,14.0,214.0,110.0,1036.0,9.0
2005,3,1607,NJN,New Jersey Nets,Jason Kidd,1973-03-23,31.0,NBA,PG,66.0,65.0,2435.0,340.0,855.0,0.4,129.0,358.0,0.36,211.0,497.0,0.42,0.47,142.0,192.0,0.74,94.0,394.0,488.0,545.0,123.0,9.0,167.0,110.0,951.0,8.0
2006,3,1607,NJN,New Jersey Nets,Jason Kidd,1973-03-23,32.0,NBA,PG,80.0,80.0,2975.0,366.0,905.0,0.4,139.0,395.0,0.35,227.0,510.0,0.44,0.48,194.0,244.0,0.8,86.0,494.0,580.0,672.0,150.0,29.0,192.0,157.0,1065.0,8.0
2007,3,1607,NJN,New Jersey Nets,Jason Kidd,1973-03-23,33.0,NBA,PG,80.0,80.0,2933.0,369.0,908.0,0.41,124.0,361.0,0.34,245.0,547.0,0.45,0.48,179.0,230.0,0.78,135.0,520.0,655.0,736.0,127.0,23.0,213.0,146.0,1041.0,12.0
2008,31,1607,TOT,Total After Trade,Jason Kidd,1973-03-23,34.0,NBA,PG,80.0,80.0,2906.0,305.0,793.0,0.38,119.0,312.0,0.38,186.0,481.0,0.39,0.46,135.0,165.0,0.82,94.0,506.0,600.0,806.0,136.0,26.0,266.0,165.0,864.0,13.0
2008,3,1607,NJN,New Jersey Nets,Jason Kidd,1973-03-23,34.0,NBA,PG,51.0,51.0,1895.0,201.0,549.0,0.37,84.0,236.0,0.36,117.0,313.0,0.37,0.44,91.0,111.0,0.82,58.0,354.0,412.0,530.0,74.0,15.0,185.0,90.0,577.0,12.0
2008,7,1607,DAL,Dallas Mavericks,Jason Kidd,1973-03-23,34.0,NBA,PG,29.0,29.0,1011.0,104.0,244.0,0.43,35.0,76.0,0.46,69.0,168.0,0.41,0.5,44.0,54.0,0.82,36.0,152.0,188.0,276.0,62.0,11.0,81.0,75.0,287.0,1.0
2009,7,1607,DAL,Dallas Mavericks,Jason Kidd,1973-03-23,35.0,NBA,PG,81.0,81.0,2886.0,257.0,618.0,0.42,131.0,323.0,0.41,126.0,295.0,0.43,0.52,86.0,105.0,0.82,85.0,415.0,500.0,702.0,160.0,39.0,185.0,168.0,731.0,3.0
2010,7,1607,DAL,Dallas Mavericks,Jason Kidd,1973-03-23,36.0,NBA,PG,80.0,80.0,2881.0,284.0,671.0,0.42,176.0,414.0,0.42,108.0,257.0,0.42,0.55,80.0,99.0,0.81,48.0,397.0,445.0,724.0,145.0,35.0,195.0,142.0,824.0,2.0
2011,7,1607,DAL,Dallas Mavericks,Jason Kidd,1973-03-23,37.0,NBA,PG,80.0,80.0,2653.0,215.0,596.0,0.36,133.0,391.0,0.34,82.0,205.0,0.4,0.47,67.0,77.0,0.87,35.0,316.0,351.0,655.0,134.0,29.0,179.0,119.0,630.0,2.0
2012,7,1607,DAL,Dallas Mavericks,Jason Kidd,1973-03-23,38.0,NBA,PG,48.0,48.0,1379.0,99.0,273.0,0.36,79.0,223.0,0.35,20.0,50.0,0.4,0.51,22.0,28.0,0.79,15.0,183.0,198.0,264.0,82.0,10.0,91.0,83.0,299.0,0.0
2013,20,1607,NYK,New York Knicks,Jason Kidd,1973-03-23,39.0,NBA,SG,76.0,48.0,2043.0,152.0,409.0,0.37,114.0,325.0,0.35,38.0,84.0,0.45,0.51,40.0,48.0,0.83,50.0,273.0,323.0,249.0,125.0,25.0,76.0,125.0,458.0,0.0
