PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Calvin Natt,23,53,,38.6,7.9,16.6,0.479,0.0,0.1,0.2,7.9,16.5,0.48100000000000004,0.48,3.8,5.3,0.711,3.3,6.4,9.7,2.1,1.5,0.4,2.5,2.8,19.7
Eddie Jordan,25,82,,32.4,5.3,12.4,0.43,0.1,0.6,0.25,5.2,11.8,0.439,0.436,2.5,3.1,0.779,0.8,2.5,3.3,6.8,2.7,0.3,3.1,2.9,13.3
Maurice Lucas,27,22,,32.2,5.8,11.9,0.49,0.0,0.2,0.0,5.8,11.7,0.498,0.49,3.6,4.6,0.775,2.6,7.0,9.6,3.8,0.9,1.2,3.2,3.7,15.2
Mike Newlin,31,78,,32.2,7.8,17.0,0.46,0.6,1.9,0.29600000000000004,7.3,15.1,0.48100000000000004,0.47700000000000004,4.7,5.3,0.884,1.3,2.1,3.4,4.0,1.5,0.1,3.0,2.5,20.9
Jan van Breda Kolff,28,82,,29.3,2.6,5.6,0.46299999999999997,0.1,0.2,0.35,2.5,5.3,0.46799999999999997,0.47100000000000003,1.6,1.9,0.8390000000000001,1.3,4.0,5.2,3.0,1.2,0.9,1.9,3.7,6.8
John Williamson,28,28,,27.5,7.4,16.5,0.447,0.3,0.7,0.42100000000000004,7.1,15.8,0.44799999999999995,0.456,2.7,3.1,0.8640000000000001,0.9,1.1,1.9,3.1,0.9,0.3,1.5,2.5,17.7
George Johnson,31,81,,26.2,3.1,6.7,0.457,0.0,0.0,0.0,3.1,6.7,0.45799999999999996,0.457,1.1,1.6,0.706,2.4,5.1,7.4,2.1,0.7,3.2,2.5,3.9,7.2
Rich Kelley,26,57,,25.7,3.3,7.0,0.466,0.0,0.1,0.0,3.3,6.9,0.47,0.466,3.5,4.4,0.7879999999999999,2.7,4.2,7.0,2.2,0.9,1.4,2.7,3.8,10.0
Cliff Robinson,19,70,,23.7,5.6,11.9,0.469,0.0,0.1,0.25,5.6,11.8,0.47,0.47,2.4,3.5,0.6940000000000001,2.5,4.7,7.2,1.4,0.9,0.5,2.0,2.5,13.6
Roger Phegley,23,28,,19.3,4.5,9.3,0.485,0.1,0.1,0.5,4.4,9.1,0.484,0.488,2.6,3.0,0.88,0.9,1.6,2.5,1.1,0.5,0.1,1.8,1.9,11.7
Winford Boynes,22,64,,17.2,3.5,7.3,0.473,0.0,0.1,0.0,3.5,7.2,0.47700000000000004,0.473,1.6,2.1,0.765,0.8,1.3,2.1,1.5,0.9,0.3,1.5,2.1,8.5
Bob Elliott,24,54,,13.4,1.9,4.2,0.44299999999999995,0.0,0.1,0.25,1.9,4.1,0.446,0.445,1.9,2.8,0.684,1.2,2.2,3.4,1.0,0.5,0.3,1.6,1.8,5.7
Tim Bassett,28,7,,13.1,1.1,3.1,0.364,0.0,0.0,,1.1,3.1,0.364,0.364,1.1,1.7,0.667,1.0,1.6,2.6,0.6,0.7,0.0,0.6,2.0,3.4
Robert Smith,24,59,,12.5,1.9,4.3,0.445,0.1,0.4,0.308,1.8,3.9,0.461,0.461,1.3,1.5,0.862,0.3,1.0,1.3,1.4,0.4,0.1,0.9,1.7,5.2
Phil Jackson,34,16,,12.1,1.8,2.9,0.63,0.0,0.1,0.0,1.8,2.8,0.659,0.63,0.4,0.6,0.7,0.8,0.8,1.5,0.8,0.3,0.3,0.6,2.2,4.1
Ralph Simpson,30,8,,10.1,2.3,5.9,0.38299999999999995,0.0,0.3,0.0,2.3,5.6,0.4,0.38299999999999995,0.6,1.3,0.5,0.8,0.6,1.4,1.8,1.1,0.0,1.5,0.4,5.1
