PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
World B. Free,26,68,,38.0,10.8,22.9,0.474,0.1,0.4,0.36,10.7,22.5,0.47600000000000003,0.47700000000000004,8.4,11.2,0.753,1.9,1.6,3.5,4.2,1.2,0.5,3.4,2.9,30.2
Swen Nater,30,81,,35.3,5.5,9.9,0.5539999999999999,0.0,0.0,0.0,5.5,9.8,0.556,0.5539999999999999,2.4,3.4,0.718,4.3,10.7,15.0,2.9,0.6,0.5,3.2,3.2,13.4
Brian Taylor,28,78,,35.3,5.4,11.5,0.467,1.2,3.1,0.377,4.2,8.4,0.5,0.517,1.7,2.1,0.802,1.0,1.4,2.4,4.3,1.9,0.3,1.8,3.2,13.5
Sidney Wicks,30,71,,30.2,3.0,7.0,0.423,0.0,0.0,0.0,3.0,7.0,0.424,0.423,1.2,2.1,0.546,1.9,3.8,5.8,3.0,1.1,0.7,2.4,3.4,7.1
Joe Bryant,25,81,,28.7,3.6,8.4,0.431,0.1,0.4,0.147,3.6,8.0,0.446,0.435,2.0,2.7,0.742,2.1,4.3,6.4,1.8,1.3,0.5,2.1,3.2,9.3
Bingo Smith,33,70,,28.4,5.0,11.7,0.43,0.3,1.1,0.289,4.7,10.6,0.444,0.44299999999999995,1.3,1.5,0.8690000000000001,1.3,2.2,3.5,1.3,0.8,0.2,1.0,2.7,11.7
Freeman Williams,23,82,,25.8,7.9,16.4,0.48,0.5,1.6,0.32799999999999996,7.4,14.8,0.496,0.496,2.4,2.9,0.815,1.3,1.1,2.3,2.0,0.9,0.1,2.1,1.8,18.6
Bill Walton,27,14,,24.1,5.8,11.5,0.503,0.0,0.0,,5.8,11.5,0.503,0.503,2.3,3.9,0.593,2.0,7.0,9.0,2.4,0.6,2.7,2.6,2.6,13.9
Nick Weatherspoon,29,57,,19.7,2.9,6.6,0.434,0.0,0.0,,2.9,6.6,0.434,0.434,1.1,1.6,0.6920000000000001,1.5,2.2,3.6,0.9,0.6,0.3,1.5,2.4,6.9
John Olive,24,1,,15.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0
Marvin Barnes,27,20,,14.4,1.2,3.0,0.4,0.0,0.0,,1.2,3.0,0.4,0.4,0.8,1.6,0.5,1.7,2.2,3.9,0.9,0.3,0.6,0.9,2.6,3.2
Bob Carrington,26,10,,13.4,1.5,3.7,0.405,0.0,0.2,0.0,1.5,3.5,0.429,0.405,0.6,0.8,0.75,0.6,0.7,1.3,0.3,0.4,0.1,0.5,1.8,3.6
Jerome Whitehead,23,18,,12.5,1.5,2.5,0.6,0.0,0.0,,1.5,2.5,0.6,0.6,0.3,1.0,0.278,1.6,2.3,3.9,0.3,0.1,0.3,0.4,1.8,3.3
Stan Pietkiewicz,23,50,,11.5,1.8,3.6,0.508,0.2,0.7,0.25,1.6,2.9,0.573,0.534,0.7,0.9,0.804,0.5,0.4,0.9,1.9,0.5,0.1,1.0,1.0,4.6
Steve Malovic,23,28,,9.9,0.8,1.5,0.5479999999999999,0.0,0.0,,0.8,1.5,0.5479999999999999,0.5479999999999999,0.3,0.3,0.778,1.0,1.1,2.1,0.4,0.2,0.0,0.5,1.3,1.9
