Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2005,12,1547,IND,Indiana Pacers,24.0,NBA,SF,13.0,214.0,10.8,0.52,0.54,0.2,2.7,12.2,7.4,9.2,1.8,2.6,7.4,12.2,,0.1,0.4,0.5,0.11,,0.6,2.2,2.8,0.2
2006,24,1547,PHO,Phoenix Suns,25.0,NBA,SF,20.0,353.0,9.5,0.46,0.32,0.32,5.5,18.7,12.2,1.9,0.7,3.6,8.8,13.7,,-0.1,0.3,0.2,0.03,,-1.7,0.1,-1.5,0.0
2007,24,1547,PHO,Phoenix Suns,26.0,NBA,SF,11.0,171.0,11.6,0.67,0.5,0.31,2.1,7.7,5.1,2.5,0.6,0.9,8.9,11.8,,0.3,0.1,0.4,0.12,,0.9,0.9,1.8,0.2
2009,16,1547,MIA,Miami Heat,28.0,NBA,SF,7.0,235.0,12.5,0.79,0.69,0.75,1.2,7.0,4.3,3.7,0.7,0.4,8.6,10.2,,0.7,0.2,0.9,0.18,,1.3,0.6,1.9,0.2
2010,16,1547,MIA,Miami Heat,29.0,NBA,SF,1.0,9.0,-2.0,0.53,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,34.7,14.9,,0.0,0.0,0.0,-0.08,,-9.1,-4.0,-13.1,0.0
2011,16,1547,MIA,Miami Heat,30.0,NBA,SF,12.0,272.0,11.5,0.69,0.72,0.26,1.4,11.7,6.7,1.3,1.2,0.6,6.6,10.9,,0.6,0.3,0.9,0.15,,0.6,0.9,1.5,0.2
2012,16,1547,MIA,Miami Heat,31.0,NBA,SG,20.0,173.0,9.8,0.54,0.7,0.23,3.6,10.3,7.0,1.8,0.9,0.5,7.8,14.2,,0.2,0.1,0.4,0.1,,-0.2,0.2,-0.1,0.1
2013,16,1547,MIA,Miami Heat,32.0,NBA,SF,9.0,33.0,6.0,0.64,0.57,0.0,0.0,11.0,5.6,0.0,0.0,2.6,22.2,13.2,,0.0,0.0,0.0,0.02,,-0.7,-1.2,-1.9,0.0
2014,16,1547,MIA,Miami Heat,33.0,NBA,SF,15.0,126.0,16.2,0.64,0.8,0.08,3.3,8.2,5.8,6.7,1.3,1.5,0.0,16.7,,0.4,0.1,0.4,0.17,,4.4,-0.5,3.9,0.2
2015,6,1547,CLE,Cleveland Cavaliers,34.0,NBA,SF,20.0,311.0,7.9,0.54,0.85,0.19,0.4,9.8,5.1,4.6,1.4,0.8,5.8,12.6,,0.4,0.3,0.6,0.1,,-1.9,0.8,-1.1,0.1
2016,6,1547,CLE,Cleveland Cavaliers,35.0,NBA,SF,12.0,55.0,-0.7,0.26,0.7,0.4,2.2,6.3,4.3,7.2,0.0,0.0,7.8,10.7,,-0.1,0.0,-0.1,-0.08,,-5.5,-3.1,-8.6,-0.1
2017,6,1547,CLE,Cleveland Cavaliers,36.0,NBA,SF,8.0,30.0,-5.3,0.2,0.6,0.0,4.1,11.1,7.8,0.0,0.0,0.0,28.6,10.4,,-0.1,0.0,-0.1,-0.16,,-9.8,-4.6,-14.4,-0.1
