Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2006,20,1720,NYK,New York Knicks,22.0,NBA,SF,67.0,1129.0,15.4,0.61,0.0,0.54,11.6,21.1,16.3,6.5,1.4,1.5,15.2,13.5,2.0,0.8,2.7,0.12,0.7,-0.6,0.1,0.6
2007,20,1720,NYK,New York Knicks,23.0,NBA,PF,58.0,1731.0,20.2,0.65,0.0,0.43,13.6,27.6,20.7,10.2,1.5,1.1,16.2,14.9,4.8,2.1,6.9,0.19,2.8,0.2,3.0,2.2
2008,20,1720,NYK,New York Knicks,24.0,NBA,PF,81.0,2356.0,18.0,0.61,0.0,0.38,11.3,24.1,17.5,6.7,1.2,1.0,11.8,15.6,5.6,1.8,7.4,0.15,1.1,-0.7,0.4,1.4
2009,20,1720,NYK,New York Knicks,25.0,NBA,C,81.0,2824.0,19.0,0.59,0.0,0.35,9.6,27.9,18.4,10.1,1.4,0.6,12.0,19.2,5.9,3.1,9.0,0.15,1.0,-0.2,0.8,2.0
2010,20,1720,NYK,New York Knicks,26.0,NBA,C,81.0,3019.0,22.2,0.58,0.01,0.26,8.4,27.6,17.9,17.5,1.4,1.0,11.9,23.8,7.4,2.9,10.3,0.16,2.6,0.0,2.5,3.5
2011,10,1720,GSW,Golden State Warriors,27.0,NBA,PF,73.0,2634.0,17.8,0.55,0.0,0.27,9.1,21.9,15.4,14.0,1.4,0.9,13.4,21.2,4.1,2.0,6.0,0.11,0.5,-0.9,-0.4,1.1
2012,10,1720,GSW,Golden State Warriors,28.0,NBA,PF,57.0,2121.0,19.7,0.55,0.0,0.3,9.2,19.9,14.6,13.6,1.3,0.8,12.5,26.0,3.8,1.2,5.0,0.11,1.2,-1.6,-0.3,0.9
2013,10,1720,GSW,Golden State Warriors,29.0,NBA,PF,79.0,2907.0,19.2,0.56,0.0,0.28,8.5,24.5,16.8,16.5,1.2,0.6,13.7,23.2,5.4,3.7,9.1,0.15,1.4,0.4,1.8,2.8
2014,10,1720,GSW,Golden State Warriors,30.0,NBA,PF,69.0,2288.0,19.1,0.57,0.0,0.3,8.8,21.6,15.3,10.9,1.0,0.9,12.0,24.3,4.1,3.5,7.6,0.16,1.1,0.3,1.3,1.9
2015,10,1720,GSW,Golden State Warriors,31.0,NBA,PF,49.0,904.0,17.8,0.54,0.01,0.33,10.0,20.3,15.3,13.7,1.7,2.1,12.0,19.6,1.6,1.6,3.2,0.17,0.1,0.8,0.9,0.7
2016,31,1720,TOT,Total After Trade,32.0,NBA,PF,55.0,903.0,19.6,0.57,0.0,0.28,12.0,24.6,18.3,15.5,1.2,2.5,14.9,21.5,1.7,1.4,3.0,0.16,0.7,0.6,1.3,0.7
2016,2,1720,BOS,Boston Celtics,32.0,NBA,PF,30.0,470.0,15.5,0.5,0.0,0.27,9.1,20.4,14.7,18.3,1.2,2.2,15.1,22.9,0.2,0.7,0.9,0.09,-0.7,0.7,0.0,0.2
2016,7,1720,DAL,Dallas Mavericks,32.0,NBA,PF,25.0,433.0,24.0,0.66,0.0,0.29,15.2,29.1,22.2,12.5,1.2,2.9,14.8,20.0,1.5,0.7,2.1,0.24,2.3,0.6,2.8,0.5
2017,27,1720,SAS,San Antonio Spurs,33.0,NBA,PF,79.0,1477.0,18.5,0.61,0.0,0.27,11.7,21.9,16.9,13.0,1.1,2.2,14.9,16.9,3.2,2.5,5.7,0.19,0.7,1.1,1.8,1.4
