Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2006,17,279,MIL,Milwaukee Bucks,21.0,NBA,PF,82.0,2348.0,15.2,0.56,0.0,0.32,9.4,19.8,14.5,13.4,1.1,2.3,15.3,15.9,,3.1,2.4,5.5,0.11,,-0.3,0.7,0.4,1.4
2007,17,279,MIL,Milwaukee Bucks,22.0,NBA,C,66.0,2258.0,15.5,0.57,0.01,0.31,8.7,21.9,15.2,13.9,1.1,1.2,17.4,17.3,,2.6,1.4,4.0,0.08,,0.2,-0.2,0.0,1.2
2008,17,279,MIL,Milwaukee Bucks,23.0,NBA,C,78.0,2720.0,17.5,0.53,0.01,0.35,10.2,23.4,16.5,12.4,1.2,3.9,14.1,20.2,,2.6,2.3,4.8,0.08,,0.0,0.0,0.0,1.4
2009,17,279,MIL,Milwaukee Bucks,24.0,NBA,C,36.0,1124.0,16.2,0.59,0.0,0.31,11.8,27.7,19.4,10.7,1.1,2.7,19.3,17.8,,1.0,1.6,2.6,0.11,,0.0,1.3,1.3,1.0
2010,17,279,MIL,Milwaukee Bucks,25.0,NBA,C,69.0,2229.0,20.7,0.54,0.0,0.26,10.1,26.4,17.9,10.3,0.9,6.2,11.4,23.3,,2.6,4.8,7.5,0.16,,0.8,2.2,3.1,2.8
2011,17,279,MIL,Milwaukee Bucks,26.0,NBA,C,65.0,2297.0,16.7,0.5,0.0,0.29,9.8,27.1,18.3,10.4,1.1,5.8,13.0,19.6,,0.3,5.1,5.4,0.11,,-1.0,2.4,1.3,1.9
2012,17,279,MIL,Milwaukee Bucks,27.0,NBA,C,12.0,364.0,14.9,0.46,0.01,0.17,6.5,24.3,15.1,13.7,1.7,5.0,14.1,20.6,,-0.1,0.6,0.5,0.06,,-1.9,2.3,0.5,0.2
2013,10,279,GSW,Golden State Warriors,28.0,NBA,C,32.0,786.0,13.8,0.46,0.0,0.21,9.8,24.1,17.2,12.5,1.3,5.5,14.8,13.4,,0.4,1.4,1.7,0.11,,-1.4,2.8,1.4,0.7
2014,10,279,GSW,Golden State Warriors,29.0,NBA,C,67.0,1769.0,17.0,0.61,0.0,0.17,11.4,29.7,20.7,9.3,1.3,5.2,19.4,12.4,,2.4,4.0,6.5,0.18,,-0.2,3.2,3.0,2.2
2015,10,279,GSW,Golden State Warriors,30.0,NBA,C,67.0,1583.0,15.8,0.56,0.0,0.12,9.9,26.5,18.5,15.4,1.2,5.3,22.1,13.2,,1.9,3.4,5.2,0.16,,-0.9,3.3,2.4,1.8
2016,10,279,GSW,Golden State Warriors,31.0,NBA,C,70.0,1451.0,15.9,0.62,0.0,0.18,9.5,26.0,18.3,14.8,1.1,5.8,21.6,11.4,,2.6,2.9,5.4,0.18,,-0.9,3.2,2.4,1.6
2017,31,279,TOT,Total After Trade,32.0,NBA,C,27.0,583.0,9.3,0.46,0.01,0.14,10.6,33.9,21.7,12.3,1.2,3.9,33.4,10.4,,-0.3,1.0,0.7,0.06,,-5.2,2.6,-2.6,-0.1
2017,7,279,DAL,Dallas Mavericks,32.0,NBA,C,26.0,582.0,9.4,0.46,0.01,0.14,10.7,34.0,21.7,12.3,1.2,3.9,33.4,10.4,,-0.3,1.0,0.7,0.06,,-5.1,2.6,-2.5,-0.1
2017,6,279,CLE,Cleveland Cavaliers,32.0,NBA,C,1.0,1.0,-35.3,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.02,,-50.1,5.1,-45.0,0.0
2018,14,279,LAL,Los Angeles Lakers,33.0,NBA,C,24.0,216.0,10.9,0.7,0.0,0.08,12.9,25.4,19.2,9.1,0.9,4.9,42.3,8.8,,0.1,0.3,0.4,0.09,,-4.7,1.9,-2.8,-0.1
2019,10,279,GSW,Golden State Warriors,34.0,NBA,C,11.0,134.0,13.4,0.52,0.0,0.08,10.0,32.8,21.9,10.6,1.1,5.0,17.7,14.5,,0.1,0.2,0.3,0.11,,-3.7,0.8,-2.9,0.0
