Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1980,31.0,2262,TOT,Total After Trade,Billy Paultz,"July 30, 1948",31.0,NBA,C,84.0,,2193.0,327.0,673.0,0.49,0.0,1.0,0.0,327.0,672.0,0.49,0.49,109.0,182.0,0.6,187.0,399.0,586.0,188.0,69.0,84.0,115.0,213.0,763.0
1980,27.0,2262,SAS,San Antonio Spurs,Billy Paultz,"July 30, 1948",31.0,NBA,C,47.0,,1213.0,189.0,381.0,0.5,0.0,1.0,0.0,189.0,380.0,0.5,0.5,66.0,100.0,0.66,95.0,226.0,321.0,118.0,47.0,45.0,58.0,127.0,444.0
1980,11.0,2262,HOU,Houston Rockets,Billy Paultz,"July 30, 1948",31.0,NBA,C,37.0,,980.0,138.0,292.0,0.47,0.0,0.0,,138.0,292.0,0.47,0.47,43.0,82.0,0.52,92.0,173.0,265.0,70.0,22.0,39.0,57.0,86.0,319.0
1981,11.0,2262,HOU,Houston Rockets,Billy Paultz,"July 30, 1948",32.0,NBA,PF,81.0,,1659.0,262.0,517.0,0.51,0.0,3.0,0.0,262.0,514.0,0.51,0.51,75.0,153.0,0.49,111.0,280.0,391.0,105.0,28.0,72.0,89.0,182.0,599.0
1982,11.0,2262,HOU,Houston Rockets,Billy Paultz,"July 30, 1948",33.0,NBA,C,65.0,3.0,807.0,89.0,226.0,0.39,0.0,0.0,,89.0,226.0,0.39,0.39,34.0,65.0,0.52,54.0,126.0,180.0,41.0,15.0,22.0,45.0,99.0,212.0
1983,31.0,2262,TOT,Total After Trade,Billy Paultz,"July 30, 1948",34.0,NBA,C,64.0,0.0,820.0,101.0,227.0,0.44,0.0,0.0,,101.0,227.0,0.44,0.44,27.0,59.0,0.46,64.0,136.0,200.0,61.0,17.0,18.0,47.0,109.0,229.0
1983,11.0,2262,HOU,Houston Rockets,Billy Paultz,"July 30, 1948",34.0,NBA,C,57.0,0.0,695.0,89.0,200.0,0.44,0.0,0.0,,89.0,200.0,0.44,0.44,26.0,57.0,0.46,54.0,113.0,167.0,57.0,12.0,12.0,41.0,95.0,204.0
1983,27.0,2262,SAS,San Antonio Spurs,Billy Paultz,"July 30, 1948",34.0,NBA,C,7.0,0.0,125.0,12.0,27.0,0.44,0.0,0.0,,12.0,27.0,0.44,0.44,1.0,2.0,0.5,10.0,23.0,33.0,4.0,5.0,6.0,6.0,14.0,25.0
1984,1.0,2262,ATL,Atlanta Hawks,Billy Paultz,"July 30, 1948",35.0,NBA,C,40.0,4.0,486.0,36.0,88.0,0.41,0.0,0.0,,36.0,88.0,0.41,0.41,17.0,33.0,0.52,35.0,78.0,113.0,18.0,8.0,7.0,22.0,57.0,89.0
1985,29.0,2262,UTA,Utah Jazz,Billy Paultz,"July 30, 1948",36.0,NBA,C,62.0,0.0,370.0,32.0,87.0,0.37,0.0,0.0,,32.0,87.0,0.37,0.37,18.0,28.0,0.64,24.0,72.0,96.0,16.0,6.0,11.0,30.0,51.0,82.0
