PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Anthony Davis,21,4,4,172,9.8,18.2,0.54,0.0,0.4,0.0,9.8,17.8,0.5529999999999999,6.7,7.5,0.889,1.9,7.3,9.2,1.7,1.0,2.5,2.7,2.5,26.4
Eric Gordon,26,4,4,143,7.0,15.9,0.444,3.3,8.1,0.406,3.8,7.8,0.484,1.3,1.5,0.833,0.5,1.8,2.3,3.8,0.5,0.5,2.5,2.8,18.6
Tyreke Evans,25,4,4,125,4.0,12.4,0.326,0.6,3.2,0.182,3.5,9.2,0.375,2.9,4.9,0.588,0.9,4.9,5.8,5.8,1.4,0.3,1.7,2.9,11.5
Quincy Pondexter,26,4,4,124,2.9,8.1,0.35700000000000004,0.9,2.9,0.3,2.0,5.2,0.389,1.7,2.0,0.857,0.9,4.9,5.8,3.5,2.0,0.0,0.3,3.8,8.4
Norris Cole,26,4,0,106,5.1,12.2,0.41700000000000004,1.0,4.8,0.214,4.1,7.5,0.545,0.7,1.0,0.667,0.3,2.0,2.4,2.4,0.0,0.3,2.7,5.1,11.9
Ryan Anderson,26,4,0,95,6.1,13.6,0.444,1.9,4.5,0.41700000000000004,4.2,9.1,0.45799999999999996,2.3,2.3,1.0,2.7,3.8,6.4,3.4,0.0,0.8,1.5,4.5,16.3
Toney Douglas,28,4,4,79,0.9,4.6,0.2,0.0,0.0,,0.9,4.6,0.2,1.8,3.2,0.5710000000000001,5.5,7.7,13.2,2.7,2.3,0.0,2.3,4.6,3.6
Dante Cunningham,27,4,0,75,4.3,5.3,0.818,0.0,0.0,,4.3,5.3,0.818,1.4,1.4,1.0,1.9,6.7,8.6,1.0,1.4,1.9,0.0,3.4,10.1
Jrue Holiday,24,3,0,55,4.6,12.4,0.368,0.7,2.6,0.25,3.9,9.8,0.4,2.6,2.6,1.0,1.3,0.7,2.0,8.5,1.3,0.7,3.3,2.0,12.4
Alexis Ajinça,26,3,0,10,14.4,14.4,1.0,0.0,0.0,,14.4,14.4,1.0,0.0,0.0,,0.0,3.6,3.6,3.6,3.6,0.0,0.0,7.2,28.8
