SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2015,5,CHI,Jimmy Butler,25,12,12,506,6.7,15.2,0.44,2.0,5.1,0.39,4.7,10.0,0.47,4.2,5.1,0.82,1.3,3.5,4.8,2.7,2.1,0.6,1.5,1.9,19.6
2015,5,CHI,Derrick Rose,26,12,12,454,7.4,18.6,0.4,1.8,5.2,0.35,5.6,13.4,0.41,2.8,3.1,0.9,1.0,3.6,4.6,6.2,1.1,0.5,3.0,1.7,19.3
2015,5,CHI,Joakim Noah,29,12,12,395,2.8,6.9,0.41,0.0,0.0,,2.8,6.9,0.41,0.6,1.8,0.35,4.1,7.9,12.0,3.5,0.9,1.3,1.8,3.4,6.3
2015,5,CHI,Mike Dunleavy,34,12,12,389,4.0,8.1,0.49,2.5,5.2,0.48,1.5,3.0,0.5,1.7,1.8,0.95,0.6,3.8,4.4,2.9,0.9,0.5,1.4,2.9,12.1
2015,5,CHI,Pau Gasol,34,10,10,317,6.4,13.1,0.49,0.0,0.5,0.0,6.4,12.6,0.5,3.6,4.8,0.76,1.9,8.7,10.7,3.5,0.6,2.4,2.4,2.0,16.4
2015,5,CHI,Taj Gibson,29,12,2,276,4.4,9.4,0.47,0.0,0.0,,4.4,9.4,0.47,2.7,3.9,0.7,3.3,5.3,8.6,1.6,0.5,1.6,1.4,3.3,11.6
2015,5,CHI,Nikola MirotiA,23,11,0,164,4.4,14.5,0.3,1.5,6.6,0.23,2.9,7.9,0.36,3.5,4.4,0.8,1.5,5.0,6.6,2.0,1.3,1.3,1.8,4.8,13.8
2015,5,CHI,Tony Snell,23,11,0,140,3.9,11.3,0.34,2.3,6.9,0.33,1.5,4.4,0.35,1.0,1.0,1.0,0.3,4.1,4.4,1.5,0.0,0.8,1.3,3.3,11.1
2015,5,CHI,Aaron Brooks,30,12,0,132,5.7,16.6,0.34,2.2,7.1,0.31,3.5,9.5,0.37,1.1,1.9,0.57,0.8,4.1,4.9,3.0,0.8,0.3,2.5,4.4,14.7
2015,5,CHI,Kirk Hinrich,34,10,0,126,2.6,5.4,0.47,1.7,2.9,0.6,0.9,2.6,0.33,0.6,0.9,0.67,0.0,1.4,1.4,3.1,0.9,0.3,0.3,4.0,7.4
2015,5,CHI,Nazr Mohammed,37,3,0,14,5.1,18.0,0.29,0.0,2.6,0.0,5.1,15.4,0.33,0.0,0.0,,7.7,5.1,12.9,0.0,0.0,2.6,0.0,0.0,10.3
2015,5,CHI,Doug McDermott,23,3,0,10,3.6,10.8,0.33,3.6,7.2,0.5,0.0,3.6,0.0,7.2,7.2,1.0,3.6,3.6,7.2,3.6,0.0,0.0,3.6,0.0,18.0
2015,5,CHI,E'Twaun Moore,25,3,0,9,8.0,24.0,0.33,4.0,4.0,1.0,4.0,20.0,0.2,0.0,0.0,,0.0,12.0,12.0,0.0,8.0,0.0,0.0,4.0,20.0
