PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Tim Duncan,38,7,7,250,7.6,13.0,0.589,0.0,0.1,0.0,7.6,12.8,0.596,2.7,4.9,0.5589999999999999,2.7,8.5,11.2,3.3,1.3,1.4,1.0,3.7,18.0
Kawhi Leonard,23,7,7,250,7.5,15.7,0.47700000000000004,1.6,3.7,0.423,5.9,12.0,0.494,3.9,5.0,0.7709999999999999,1.9,5.6,7.5,2.6,1.2,0.6,2.2,2.6,20.4
Tony Parker,32,7,7,210,5.7,15.6,0.363,0.0,1.5,0.0,5.7,14.1,0.402,1.7,2.9,0.588,0.7,3.3,3.9,4.3,0.3,0.0,1.9,2.4,13.0
Danny Green,27,7,7,204,3.7,10.8,0.344,2.1,7.1,0.3,1.6,3.7,0.429,0.7,1.1,0.667,1.2,2.6,3.9,2.6,1.2,1.2,0.9,2.1,10.2
Boris Diaw,32,7,0,198,6.2,12.9,0.479,0.7,3.3,0.222,5.5,9.6,0.5660000000000001,1.6,2.4,0.6920000000000001,2.4,5.5,7.8,4.5,0.9,0.5,1.6,4.4,14.7
Manu Ginóbili,37,7,0,131,4.1,11.8,0.349,2.2,6.0,0.364,1.9,5.8,0.33299999999999996,4.9,6.3,0.7829999999999999,1.1,5.5,6.6,8.8,1.1,1.6,3.8,5.2,15.4
Tiago Splitter,30,7,7,123,2.6,7.0,0.375,0.0,0.0,,2.6,7.0,0.375,1.8,5.6,0.316,3.8,5.3,9.1,2.6,1.2,0.3,2.0,5.0,7.0
Marco Belinelli,28,7,0,116,6.2,12.1,0.513,4.3,9.3,0.467,1.9,2.8,0.667,3.4,4.0,0.846,0.6,3.4,4.0,3.1,0.6,0.0,1.6,3.1,20.2
Patty Mills,26,7,0,112,6.8,13.5,0.5,5.1,9.0,0.5710000000000001,1.6,4.5,0.35700000000000004,4.2,4.2,1.0,1.3,4.8,6.1,2.6,0.6,0.0,1.6,4.8,22.8
Aron Baynes,28,4,0,40,2.7,9.0,0.3,0.0,0.0,,2.7,9.0,0.3,2.7,2.7,1.0,2.7,6.3,9.0,0.9,0.0,0.0,2.7,8.1,8.1
Matt Bonner,34,7,0,36,2.0,10.0,0.2,2.0,9.0,0.222,0.0,1.0,0.0,0.0,0.0,,0.0,6.0,6.0,1.0,0.0,1.0,1.0,8.0,6.0
Cory Joseph,23,4,0,22,8.2,9.8,0.833,0.0,0.0,,8.2,9.8,0.833,1.6,3.3,0.5,0.0,1.6,1.6,0.0,0.0,1.6,1.6,3.3,18.0
Jeff Ayres,27,3,0,12,0.0,3.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,,0.0,9.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0
