Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2008,25,POR,Portland Trail Blazers,12,LaMarcus Aldridge,PF,6-11,250,1985-07-19,US,1,Texas
2008,25,POR,Portland Trail Blazers,2,Steve Blake,PG,6-3,172,1980-02-26,US,4,Maryland
2008,25,POR,Portland Trail Blazers,44,Channing Frye,C,7-0,255,1983-05-17,US,2,Arizona
2008,25,POR,Portland Trail Blazers,0,Taurean Green,PG,6-0,177,1986-11-28,US,R,Florida
2008,25,POR,Portland Trail Blazers,1,Jarrett Jack,SG,6-3,200,1983-10-28,US,2,Georgia Tech
2008,25,POR,Portland Trail Blazers,33,James Jones,SF,6-8,218,1980-10-04,US,4,Miami (FL)
2008,25,POR,Portland Trail Blazers,9,Raef LaFrentz,C,6-11,240,1976-05-29,US,9,Kansas
2008,25,POR,Portland Trail Blazers,4,Josh McRoberts,PF,6-10,240,1987-02-28,US,R,Duke
2008,25,POR,Portland Trail Blazers,25,Travis Outlaw,PF,6-9,210,1984-09-18,US,4,
2008,25,POR,Portland Trail Blazers,10,Joel Przybilla,C,7-1,255,1979-10-10,US,7,Minnesota
2008,25,POR,Portland Trail Blazers,11,Sergio Rodriguez,PG,6-3,176,1986-06-12,ES,1,
2008,25,POR,Portland Trail Blazers,7,Brandon Roy,SG,6-6,215,1984-07-23,US,1,Washington
2008,25,POR,Portland Trail Blazers,24,Von Wafer,SG,6-5,210,1985-07-21,US,2,Florida State
2008,25,POR,Portland Trail Blazers,8,Martell Webster,SF,6-7,230,1986-12-04,US,2,
