Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2008,20,NYK,New York Knicks,32,Renaldo Balkman,SF,6-8,208,1984-07-14,US,1,South Carolina
2008,20,NYK,New York Knicks,21,Wilson Chandler,SF,6-8,235,1987-05-10,US,R,DePaul
2008,20,NYK,New York Knicks,25,Mardy Collins,SG,6-6,220,1984-08-04,US,1,Temple
2008,20,NYK,New York Knicks,11,Jamal Crawford,SG,6-5,185,1980-03-20,US,7,Michigan
2008,20,NYK,New York Knicks,34,Eddy Curry,C,7-0,295,1982-12-05,US,6,
2008,20,NYK,New York Knicks,13,Jerome James,C,7-0,300,1975-11-17,US,7,Florida A&M
2008,20,NYK,New York Knicks,20,Jared Jeffries,SF,6-11,230,1981-11-25,US,5,Indiana
2008,20,NYK,New York Knicks,2,Fred Jones,SG,6-4,210,1979-03-11,US,5,Oregon
2008,20,NYK,New York Knicks,42,David Lee,PF,6-9,245,1983-04-29,US,2,Florida
2008,20,NYK,New York Knicks,3,Stephon Marbury,PG,6-2,180,1977-02-20,US,11,Georgia Tech
2008,20,NYK,New York Knicks,5,Randolph Morris,C,6-10,266,1986-01-02,US,1,Kentucky
2008,20,NYK,New York Knicks,50,Zach Randolph,C,6-9,250,1981-07-16,US,6,Michigan State
2008,20,NYK,New York Knicks,23,Quentin Richardson,SF,6-6,223,1980-04-13,US,7,DePaul
2008,20,NYK,New York Knicks,4,Nate Robinson,PG,5-9,180,1984-05-31,US,2,Washington
2008,20,NYK,New York Knicks,31,Malik Rose,PF,6-7,250,1974-11-23,US,11,Drexel
