Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1981-82,22.0,DAL,NBA,SF,51.0,20.0,1468.0,381.0,820.0,0.465,25.0,71.0,0.352,356.0,749.0,0.475,0.48,168.0,247.0,0.68,89.0,160.0,249.0,164.0,37.0,22.0,135.0,152.0,955.0,,0.0
1982-83,23.0,DAL,NBA,SF,81.0,75.0,2784.0,767.0,1589.0,0.483,16.0,76.0,0.211,751.0,1513.0,0.496,0.488,429.0,589.0,0.728,191.0,317.0,508.0,332.0,80.0,26.0,261.0,247.0,1979.0,,1.0
1983-84,24.0,DAL,NBA,SF,79.0,79.0,2900.0,925.0,1765.0,0.524,15.0,56.0,0.268,910.0,1709.0,0.532,0.528,465.0,621.0,0.749,161.0,308.0,469.0,358.0,80.0,22.0,285.0,246.0,2330.0,,0.0
1984-85,25.0,DAL,NBA,SF,80.0,79.0,2699.0,794.0,1569.0,0.506,27.0,85.0,0.318,767.0,1484.0,0.517,0.515,440.0,580.0,0.759,188.0,289.0,477.0,249.0,60.0,24.0,253.0,250.0,2055.0,,0.0
1985-86,26.0,DAL,NBA,SF,74.0,73.0,2501.0,668.0,1327.0,0.503,16.0,56.0,0.286,652.0,1271.0,0.513,0.509,318.0,451.0,0.705,177.0,268.0,445.0,339.0,62.0,14.0,252.0,229.0,1670.0,,1.0
1986-87,27.0,DAL,NBA,SF,80.0,80.0,2663.0,787.0,1590.0,0.495,53.0,150.0,0.353,734.0,1440.0,0.51,0.512,429.0,557.0,0.77,181.0,246.0,427.0,254.0,84.0,30.0,217.0,243.0,2056.0,,0.0
1987-88,28.0,DAL,NBA,SF,77.0,77.0,2610.0,746.0,1571.0,0.475,52.0,172.0,0.302,694.0,1399.0,0.496,0.491,388.0,504.0,0.77,182.0,252.0,434.0,278.0,70.0,57.0,203.0,223.0,1932.0,,0.0
1988-89,29.0,TOT,NBA,SF,80.0,76.0,2597.0,586.0,1270.0,0.461,51.0,174.0,0.293,535.0,1096.0,0.488,0.481,288.0,393.0,0.733,146.0,240.0,386.0,278.0,45.0,36.0,208.0,229.0,1511.0,,0.0
1988-89,29.0,DAL,NBA,SF,44.0,44.0,1529.0,373.0,829.0,0.45,29.0,99.0,0.293,344.0,730.0,0.471,0.467,178.0,244.0,0.73,90.0,145.0,235.0,189.0,29.0,29.0,140.0,128.0,953.0,,0.0
1988-89,29.0,DET,NBA,SF,36.0,32.0,1068.0,213.0,441.0,0.483,22.0,75.0,0.293,191.0,366.0,0.522,0.508,110.0,149.0,0.738,56.0,95.0,151.0,89.0,16.0,7.0,68.0,101.0,558.0,,0.0
1989-90,30.0,DET,NBA,SF,78.0,40.0,2005.0,438.0,898.0,0.488,31.0,93.0,0.333,407.0,805.0,0.506,0.505,192.0,254.0,0.756,117.0,188.0,305.0,145.0,34.0,19.0,121.0,201.0,1099.0,,0.0
1990-91,31.0,DET,NBA,SF,78.0,13.0,2006.0,420.0,909.0,0.462,24.0,78.0,0.308,396.0,831.0,0.477,0.475,240.0,317.0,0.757,134.0,240.0,374.0,139.0,47.0,20.0,128.0,209.0,1104.0,,0.0
1991-92,32.0,DET,NBA,SF,75.0,12.0,1582.0,339.0,787.0,0.431,15.0,71.0,0.211,324.0,716.0,0.453,0.44,158.0,230.0,0.687,67.0,169.0,236.0,126.0,51.0,11.0,105.0,171.0,851.0,,0.0
1992-93,33.0,DET,NBA,SF,51.0,15.0,1056.0,187.0,422.0,0.443,30.0,83.0,0.361,157.0,339.0,0.463,0.479,99.0,129.0,0.767,43.0,109.0,152.0,105.0,16.0,7.0,68.0,101.0,503.0,,0.0
1993-94,34.0,LAC,NBA,SF,39.0,0.0,859.0,163.0,348.0,0.468,37.0,93.0,0.398,126.0,255.0,0.494,0.522,50.0,72.0,0.694,28.0,88.0,116.0,104.0,21.0,8.0,70.0,98.0,413.0,,0.0
