Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1994,9,1366,DET,Detroit Pistons,23.0,NBA,PG,82.0,26.0,2172.0,7.9,21.0,0.38,1.6,4.9,0.33,6.2,16.1,0.39,2.4,3.3,0.73,1.1,3.3,4.4,9.2,2.8,0.2,4.3,4.1,19.8,,92.0,111.0
1995,9,1366,DET,Detroit Pistons,24.0,NBA,PG,42.0,26.0,944.0,6.5,17.4,0.37,2.0,5.9,0.33,4.5,11.5,0.4,2.2,3.0,0.73,1.3,2.8,4.1,8.7,2.8,0.4,4.3,5.1,17.1,,94.0,114.0
1996,9,1366,DET,Detroit Pistons,25.0,NBA,PG,80.0,48.0,2138.0,6.1,16.1,0.38,3.0,7.4,0.4,3.1,8.7,0.36,2.2,3.1,0.7,1.1,3.8,5.0,4.8,2.2,0.5,2.0,4.7,17.4,,105.0,106.0
1997,9,1366,DET,Detroit Pistons,26.0,NBA,PG,82.0,76.0,3023.0,7.9,19.6,0.4,3.1,8.8,0.36,4.8,10.8,0.44,3.0,3.8,0.78,1.1,3.3,4.4,2.9,2.4,0.5,1.8,3.9,21.9,,107.0,106.0
1998,9,1366,DET,Detroit Pistons,27.0,NBA,PG,71.0,67.0,2505.0,6.9,17.9,0.38,1.8,5.8,0.32,5.0,12.2,0.41,3.1,4.3,0.74,1.3,4.0,5.4,4.9,2.7,0.2,2.4,3.8,18.7,,101.0,104.0
1999,9,1366,DET,Detroit Pistons,28.0,NBA,PG,49.0,49.0,1755.0,7.2,16.6,0.44,1.9,4.8,0.39,5.4,11.8,0.46,2.1,2.8,0.75,0.8,4.5,5.3,6.1,2.7,0.3,2.9,4.0,18.4,,104.0,101.0
2001,17,1366,MIL,Milwaukee Bucks,30.0,NBA,PG,82.0,5.0,2002.0,7.8,20.4,0.38,4.0,10.6,0.37,3.8,9.8,0.39,2.0,2.5,0.8,0.8,3.6,4.4,5.8,2.7,0.3,1.8,4.5,21.5,,108.0,106.0
2002,14,1366,LAL,Los Angeles Lakers,31.0,NBA,PG,82.0,47.0,1616.0,6.0,15.8,0.38,2.5,6.7,0.38,3.5,9.1,0.38,0.6,1.3,0.5,0.6,3.3,3.9,4.2,2.1,0.6,1.8,3.9,15.3,,98.0,104.0
2003,28,1366,TOR,Toronto Raptors,32.0,NBA,PG,29.0,0.0,673.0,8.4,24.0,0.35,2.7,8.5,0.32,5.7,15.5,0.37,2.7,3.7,0.72,1.2,3.5,4.7,5.6,2.8,0.4,4.5,4.0,22.2,,86.0,107.0
2004,9,1366,DET,Detroit Pistons,33.0,NBA,SG,33.0,8.0,661.0,4.0,11.8,0.34,1.2,4.1,0.28,2.9,7.7,0.38,0.4,0.7,0.62,1.1,4.5,5.5,7.0,3.2,0.5,2.8,3.7,9.7,,88.0,96.0
2005,9,1366,DET,Detroit Pistons,34.0,NBA,SG,76.0,3.0,1144.0,5.2,14.5,0.36,1.1,4.0,0.27,4.1,10.5,0.39,2.2,2.8,0.79,1.8,4.1,5.9,6.3,3.3,0.6,3.3,6.0,13.7,,93.0,100.0
2006,9,1366,DET,Detroit Pistons,35.0,NBA,PG,30.0,1.0,353.0,5.8,15.7,0.37,1.7,6.7,0.26,4.1,8.9,0.46,0.3,0.6,0.5,1.6,4.7,6.3,9.7,3.0,0.2,3.1,6.9,13.6,,97.0,103.0
2007,9,1366,DET,Detroit Pistons,36.0,NBA,PG,52.0,0.0,745.0,6.9,18.0,0.38,2.8,8.8,0.32,4.1,9.2,0.45,2.2,2.4,0.91,0.7,2.8,3.5,6.9,2.5,0.5,2.6,4.1,18.9,,104.0,106.0
2008,9,1366,DET,Detroit Pistons,37.0,NBA,PG,24.0,0.0,215.0,5.6,16.4,0.34,1.8,6.6,0.27,3.8,9.7,0.4,1.8,2.3,0.78,1.0,2.3,3.3,8.4,3.3,0.5,3.3,7.7,14.8,,94.0,103.0
2009,5,1366,CHI,Charlotte Bobcats,38.0,NBA,PG,28.0,0.0,266.0,5.2,15.9,0.33,3.1,9.3,0.33,2.1,6.6,0.32,0.6,1.0,0.6,0.4,1.9,2.3,7.2,3.9,0.2,3.7,5.4,14.2,,89.0,108.0
2010,5,1366,CHI,Charlotte Bobcats,39.0,NBA,PG,13.0,0.0,122.0,2.1,12.7,0.17,0.4,5.5,0.08,1.7,7.2,0.24,0.8,0.8,1.0,0.4,5.5,5.9,3.8,0.4,0.0,1.7,5.1,5.5,,56.0,110.0
