Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1204,723.0,134.0,19.16,2.66,6.28,0.42,0.5,1.44,0.35,2.16,4.85,0.45,0.46,1.22,1.54,0.79,0.68,1.55,2.22,1.37,0.67,0.11,0.74,1.24,7.04
