Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1996,9,2403,DET,Detroit Pistons,Theo Ratliff,"April 17, 1973",22.0,NBA,C,75.0,2.0,17.4,1.7,3.1,0.56,0.0,0.0,0.0,1.7,3.1,0.56,0.56,1.1,1.6,0.71,1.5,2.5,4.0,0.2,0.2,1.5,0.7,1.9,4.5
1997,9,2403,DET,Detroit Pistons,Theo Ratliff,"April 17, 1973",23.0,NBA,C,76.0,38.0,17.0,2.4,4.4,0.53,0.0,0.0,,2.4,4.4,0.53,0.53,1.1,1.5,0.7,1.4,1.9,3.4,0.2,0.4,1.5,0.7,2.4,5.8
1998,31,2403,TOT,Total After Trade,Theo Ratliff,"April 17, 1973",24.0,NBA,C,82.0,67.0,29.8,3.7,7.3,0.51,0.0,0.0,,3.7,7.3,0.51,0.51,2.4,3.4,0.7,2.7,4.0,6.7,0.7,0.6,3.1,1.4,3.6,9.9
1998,9,2403,DET,Detroit Pistons,Theo Ratliff,"April 17, 1973",24.0,NBA,C,24.0,12.0,24.4,2.4,4.6,0.51,0.0,0.0,,2.4,4.6,0.51,0.51,1.8,2.6,0.68,1.9,3.1,5.0,0.6,0.5,2.3,1.4,3.5,6.5
1998,23,2403,PHI,Philadelphia 76Ers,Theo Ratliff,"April 17, 1973",24.0,NBA,C,58.0,55.0,32.1,4.3,8.4,0.51,0.0,0.0,,4.3,8.4,0.51,0.51,2.7,3.8,0.71,3.0,4.3,7.3,0.7,0.7,3.5,1.4,3.6,11.2
1999,23,2403,PHI,Philadelphia 76Ers,Theo Ratliff,"April 17, 1973",25.0,NBA,PF,50.0,50.0,32.5,3.9,8.4,0.47,0.0,0.0,,3.9,8.4,0.47,0.47,3.3,4.6,0.72,2.8,5.4,8.1,0.6,0.9,3.0,1.8,3.6,11.2
2000,23,2403,PHI,Philadelphia 76Ers,Theo Ratliff,"April 17, 1973",26.0,NBA,PF,57.0,56.0,31.5,4.3,8.6,0.5,0.0,0.0,,4.3,8.6,0.5,0.5,3.2,4.1,0.77,2.5,5.2,7.6,0.6,0.6,3.0,1.9,3.2,11.9
2001,23,2403,PHI,Philadelphia 76Ers,Theo Ratliff,"April 17, 1973",27.0,NBA,C,50.0,50.0,36.0,4.6,9.1,0.5,0.0,0.0,,4.6,9.1,0.5,0.5,3.3,4.3,0.76,2.5,5.8,8.3,1.2,0.6,3.7,2.5,3.3,12.4
2002,1,2403,ATL,Atlanta Hawks,Theo Ratliff,"April 17, 1973",28.0,NBA,C,3.0,2.0,27.3,3.3,6.7,0.5,0.0,0.0,,3.3,6.7,0.5,0.5,2.0,3.7,0.55,1.7,3.7,5.3,0.3,0.3,2.7,2.3,2.7,8.7
2003,1,2403,ATL,Atlanta Hawks,Theo Ratliff,"April 17, 1973",29.0,NBA,C,81.0,81.0,31.1,3.4,7.3,0.46,0.0,0.0,,3.4,7.3,0.46,0.46,1.9,2.6,0.72,1.9,5.6,7.5,0.9,0.7,3.2,1.7,3.3,8.7
