OPP_SEASON,OPP_TEAM ID,TEAM,OPP_G,OPP_MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
1992,9,DET,82,241.2,38.5,85.0,0.45,2.6,7.6,0.34,35.9,77.4,0.46,17.3,22.8,0.76,13.6,27.5,41.1,23.1,7.8,4.5,13.6,23.4,96.9
1992,20,NYK,82,242.1,37.6,82.0,0.46,2.2,7.4,0.3,35.4,74.6,0.47,20.3,26.5,0.77,12.4,27.3,39.7,21.7,8.2,4.8,15.2,22.0,97.7
1992,5,CHI,82,241.8,39.1,85.0,0.46,2.7,8.0,0.33,36.4,77.0,0.47,18.6,24.2,0.77,13.2,26.5,39.7,22.5,7.7,4.3,15.7,22.0,99.5
1992,27,SAS,82,241.2,39.2,86.6,0.45,3.0,8.5,0.35,36.2,78.0,0.46,19.4,25.1,0.77,13.5,28.8,42.3,23.0,9.2,5.6,15.3,22.1,100.6
1992,14,LAL,82,241.8,41.6,86.5,0.48,2.1,7.3,0.29,39.4,79.3,0.5,16.2,21.3,0.76,15.0,29.1,44.1,26.5,7.2,4.7,15.3,22.3,101.5
1992,13,LAC,82,241.8,39.2,85.3,0.46,2.7,7.9,0.35,36.4,77.4,0.47,20.8,27.4,0.76,14.0,29.8,43.9,21.8,8.6,5.3,17.0,22.8,101.9
1992,29,UTA,82,242.4,40.1,87.5,0.46,2.9,8.5,0.34,37.3,79.1,0.47,18.7,25.1,0.75,14.0,27.5,41.5,23.5,7.9,5.6,14.7,23.9,101.9
1992,2,BOS,82,241.2,40.5,88.9,0.46,2.5,8.0,0.31,38.1,81.0,0.47,19.5,25.4,0.77,14.4,28.5,42.8,23.5,8.3,5.0,13.6,19.9,103.0
1992,23,PHI,82,240.9,42.1,87.1,0.48,2.3,7.5,0.31,39.8,79.6,0.5,16.8,21.6,0.78,14.3,28.8,43.1,27.1,8.4,5.5,14.4,21.5,103.2
1992,6,CLE,82,241.5,42.6,90.7,0.47,2.4,7.1,0.33,40.3,83.6,0.48,15.8,20.5,0.77,15.1,29.0,44.0,26.3,7.9,5.1,14.0,22.9,103.4
1992,11,HOU,82,242.4,41.4,89.2,0.46,2.4,7.0,0.34,39.0,82.2,0.47,18.6,24.2,0.77,15.0,29.3,44.4,26.0,9.1,4.7,14.3,20.4,103.7
1992,25,POR,82,242.4,39.6,87.2,0.45,3.0,9.8,0.3,36.6,77.4,0.47,21.9,28.9,0.76,13.4,28.5,41.9,24.1,8.4,5.3,16.7,23.9,104.1
