Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1984,1,2455,ATL,Atlanta Hawks,22.0,NBA,PG,81.0,47.0,1938.0,4.6,10.0,0.46,0.0,0.2,0.17,4.6,9.8,0.47,4.7,6.0,0.78,1.3,2.7,4.1,5.8,2.4,0.6,3.2,5.3,14.1
1985,1,2455,ATL,Atlanta Hawks,23.0,NBA,PG,69.0,58.0,2126.0,5.7,11.9,0.48,0.3,0.6,0.42,5.4,11.3,0.48,4.9,6.4,0.77,1.1,2.5,3.6,6.9,2.8,0.9,3.0,4.2,16.5
1986,1,2455,ATL,Atlanta Hawks,24.0,NBA,PG,53.0,50.0,1571.0,5.0,10.6,0.47,0.0,0.4,0.0,5.0,10.3,0.49,3.9,6.5,0.61,1.1,2.6,3.7,10.2,2.7,0.3,3.2,4.2,14.0
1987,1,2455,ATL,Atlanta Hawks,25.0,NBA,PG,82.0,82.0,2590.0,4.8,10.5,0.45,0.1,0.3,0.19,4.7,10.2,0.46,5.1,6.1,0.83,1.2,3.0,4.2,11.4,2.4,0.4,3.0,4.0,14.6
1988,1,2455,ATL,Atlanta Hawks,26.0,NBA,PG,80.0,80.0,2502.0,5.8,12.8,0.45,0.1,0.5,0.27,5.7,12.3,0.46,4.6,6.1,0.76,1.2,4.1,5.3,10.7,2.0,0.6,3.0,3.9,16.3
1989,1,2455,ATL,Atlanta Hawks,27.0,NBA,PG,76.0,76.0,2462.0,5.4,11.9,0.46,0.6,1.8,0.35,4.8,10.1,0.47,3.6,4.2,0.86,1.3,2.9,4.2,7.7,2.6,0.6,2.3,3.8,15.1
1990,1,2455,ATL,Atlanta Hawks,28.0,NBA,PG,48.0,44.0,1526.0,5.1,11.3,0.45,0.6,1.6,0.36,4.6,9.8,0.47,3.3,4.0,0.81,1.1,3.6,4.7,6.2,2.7,0.5,2.3,3.6,14.1
1991,1,2455,ATL,Atlanta Hawks,29.0,NBA,PG,79.0,79.0,2586.0,6.2,14.2,0.44,1.2,3.6,0.34,5.0,10.6,0.47,3.1,3.6,0.84,0.7,2.9,3.5,4.7,2.1,0.7,1.7,3.0,16.7
1992,13,2455,LAC,Los Angeles Clippers,30.0,NBA,PG,59.0,25.0,1657.0,4.9,11.6,0.42,0.6,2.0,0.28,4.3,9.6,0.45,3.5,4.3,0.83,0.5,2.7,3.2,5.1,2.4,0.4,2.0,3.6,13.9
1993,20,2455,NYK,New York Knicks,31.0,NBA,PG,77.0,45.0,1886.0,4.1,9.4,0.44,0.7,2.3,0.32,3.4,7.1,0.48,2.5,3.1,0.82,0.5,3.2,3.7,7.7,2.3,0.2,2.2,4.1,11.5
1994,20,2455,NYK,New York Knicks,32.0,NBA,PG,19.0,19.0,499.0,4.0,9.2,0.43,1.4,3.8,0.36,2.6,5.4,0.48,1.0,1.6,0.64,0.3,2.5,2.8,7.2,1.8,0.4,2.1,3.2,10.3
1995,31,2455,TOT,Total After Trade,33.0,NBA,PG,63.0,0.0,989.0,3.9,11.0,0.36,1.6,4.6,0.35,2.3,6.4,0.36,2.2,3.0,0.73,0.5,3.4,4.0,5.9,2.4,0.8,2.2,5.5,11.7
1995,20,2455,NYK,New York Knicks,33.0,NBA,PG,3.0,0.0,47.0,3.1,10.0,0.31,2.3,3.8,0.6,0.8,6.1,0.12,6.1,8.4,0.73,1.5,5.4,6.9,6.1,3.1,0.0,3.1,6.1,14.6
1995,27,2455,SAS,San Antonio Spurs,33.0,NBA,PG,60.0,0.0,942.0,4.0,11.0,0.36,1.6,4.7,0.34,2.4,6.4,0.37,2.0,2.7,0.73,0.5,3.3,3.8,5.9,2.3,0.8,2.1,5.4,11.5
1996,27,2455,SAS,San Antonio Spurs,34.0,NBA,PG,78.0,0.0,1235.0,3.1,8.5,0.37,1.4,4.0,0.34,1.8,4.5,0.4,1.4,1.9,0.75,0.9,3.1,4.0,3.6,2.1,0.6,1.7,5.1,9.1
