Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2004,23.0,MEM,NBA,PF,4.0,4.0,134.0,11.7,20.4,0.571,0.0,0.0,,11.7,20.4,0.571,7.5,8.3,0.9,1.7,6.7,8.3,4.2,1.7,2.5,2.1,4.2,30.8,,127.0,113.0
2005,24.0,MEM,NBA,PF,4.0,4.0,133.0,15.3,31.5,0.488,0.4,0.4,1.0,15.0,31.1,0.481,2.4,4.7,0.5,5.9,5.9,11.8,3.9,0.8,2.8,2.8,4.7,33.4,,106.0,123.0
2006,25.0,MEM,NBA,PF,4.0,4.0,158.0,10.6,24.5,0.433,0.0,0.4,0.0,10.6,24.2,0.439,8.4,11.0,0.767,1.5,8.4,9.9,4.4,0.7,1.8,4.0,4.0,29.7,,99.0,114.0
2008,27.0,LAL,NBA,C,21.0,21.0,836.0,8.7,16.5,0.53,0.0,0.0,,8.7,16.5,0.53,4.5,6.4,0.692,3.4,8.7,12.1,5.1,0.7,2.5,2.7,3.7,21.9,,115.0,107.0
2009,28.0,LAL,NBA,C,23.0,23.0,931.0,9.1,15.6,0.58,0.0,0.0,,9.1,15.6,0.58,5.7,7.9,0.714,3.8,10.2,14.1,3.3,1.1,2.5,2.5,3.9,23.8,,124.0,102.0
2010,29.0,LAL,NBA,C,23.0,23.0,913.0,9.7,18.0,0.539,0.0,0.2,0.0,9.7,17.8,0.545,7.0,9.3,0.759,5.4,9.6,15.0,4.8,0.5,2.8,2.6,3.7,26.4,,126.0,107.0
2011,30.0,LAL,NBA,C,10.0,10.0,358.0,7.3,17.4,0.42,0.2,0.3,0.5,7.1,17.1,0.418,5.6,7.0,0.8,5.0,7.1,12.1,5.9,0.6,2.6,2.6,5.1,20.3,,111.0,109.0
2012,31.0,LAL,NBA,PF,12.0,12.0,444.0,7.5,17.3,0.434,0.2,0.6,0.4,7.3,16.7,0.435,2.9,3.5,0.828,4.6,9.2,13.8,5.3,0.7,3.0,2.4,4.4,18.2,,107.0,109.0
2013,32.0,LAL,NBA,PF,4.0,4.0,146.0,8.9,18.6,0.481,0.0,0.0,,8.9,18.6,0.481,2.1,3.9,0.545,2.5,13.9,16.4,9.3,0.7,1.1,4.6,1.4,20.0,,96.0,111.0
2015,34.0,CHI,NBA,PF,10.0,10.0,317.0,9.4,19.3,0.487,0.0,0.7,0.0,9.4,18.6,0.505,5.4,7.0,0.762,2.8,12.9,15.7,5.2,0.8,3.5,3.5,3.0,24.1,,107.0,97.0
2017,36.0,SAS,NBA,C,16.0,7.0,365.0,7.1,16.1,0.439,0.8,2.5,0.333,6.2,13.5,0.458,2.4,3.4,0.708,5.5,10.6,16.1,4.4,1.0,2.1,2.5,4.9,17.4,,110.0,110.0
2018,37.0,SAS,NBA,C,5.0,0.0,90.0,5.7,11.4,0.5,0.6,1.7,0.333,5.1,9.7,0.529,5.1,5.7,0.9,1.1,12.6,13.7,8.0,0.0,0.6,3.4,2.9,17.1,,115.0,113.0
