Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
3023,Brad Wanamaker,"July 25, 1989",138.0,1.0,2224.0,259.0,602.0,0.43,65.0,192.0,0.34,194.0,410.0,0.47,0.48,192.0,212.0,0.91,33.0,210.0,243.0,318.0,99.0,20.0,123.0,212.0,775.0,0
