Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2011,12,2745,IND,Indiana Pacers,20.0,NBA,SG,12.0,0.0,115.0,4.1,12.2,0.33,0.0,1.6,0.0,4.1,10.6,0.38,3.4,4.4,0.79,0.3,5.3,5.6,6.6,1.3,0.0,5.0,4.4,11.6
2012,12,2745,IND,Indiana Pacers,21.0,NBA,SG,42.0,1.0,442.0,3.8,10.2,0.38,0.3,2.4,0.13,3.5,7.7,0.45,0.7,1.4,0.47,1.0,3.3,4.3,3.7,1.7,0.4,2.9,2.4,8.6
2013,12,2745,IND,Indiana Pacers,22.0,NBA,SG,78.0,72.0,2278.0,4.3,9.5,0.46,1.0,3.0,0.33,3.4,6.5,0.52,1.2,1.8,0.65,0.7,4.1,4.8,3.5,1.3,0.3,1.7,2.6,10.9
2014,12,2745,IND,Indiana Pacers,23.0,NBA,SG,78.0,78.0,2752.0,5.6,11.4,0.49,1.1,3.2,0.35,4.5,8.2,0.55,1.8,2.6,0.71,1.2,6.1,7.3,4.7,0.7,0.1,2.7,2.6,14.1
2015,4,2745,CHO,Charlotte Hornets,24.0,NBA,SG,61.0,25.0,1573.0,4.7,12.6,0.38,0.4,2.4,0.17,4.3,10.2,0.42,1.6,2.5,0.63,0.9,5.4,6.3,5.5,0.9,0.2,2.9,3.1,11.5
2016,31,2745,TOT,Total After Trade,25.0,NBA,SF,69.0,13.0,1372.0,6.0,12.4,0.48,0.8,2.0,0.38,5.2,10.4,0.5,2.3,2.9,0.78,1.0,4.8,5.9,3.5,1.1,0.2,2.5,3.5,15.0
2016,13,2745,LAC,Los Angeles Clippers,25.0,NBA,SF,43.0,10.0,680.0,4.3,8.8,0.49,1.0,2.5,0.4,3.3,6.3,0.53,1.1,1.6,0.7,1.0,4.7,5.7,3.2,1.3,0.2,2.5,4.2,10.8
2016,15,2745,MEM,Memphis Grizzlies,25.0,NBA,SF,26.0,3.0,692.0,7.6,16.0,0.47,0.6,1.6,0.36,7.0,14.4,0.49,3.4,4.2,0.82,1.1,4.9,6.0,3.8,1.0,0.3,2.4,2.9,19.2
2017,31,2745,TOT,Total After Trade,26.0,NBA,SG,18.0,0.0,361.0,5.4,12.0,0.45,0.6,2.0,0.3,4.8,10.0,0.48,0.8,1.3,0.62,0.4,4.8,5.2,5.9,0.5,0.3,2.6,3.2,12.2
2017,19,2745,NOP,New Orleans Pelicans,26.0,NBA,SG,6.0,0.0,162.0,5.8,12.2,0.47,0.2,2.2,0.1,5.6,10.0,0.56,1.1,1.8,0.62,0.7,3.3,4.0,6.4,0.4,0.2,2.4,4.0,12.9
2017,18,2745,MIN,Minnesota Timberwolves,26.0,NBA,SG,6.0,0.0,67.0,5.4,11.3,0.48,0.0,1.1,0.0,5.4,10.2,0.53,0.5,1.1,0.5,0.0,5.4,5.4,2.7,0.0,0.0,2.1,1.1,11.3
2017,12,2745,IND,Indiana Pacers,26.0,NBA,SG,6.0,0.0,132.0,4.9,12.0,0.41,1.4,2.2,0.62,3.5,9.8,0.36,0.5,0.8,0.67,0.3,6.3,6.5,6.8,0.8,0.5,3.0,3.3,11.7
2018,12,2745,IND,Indiana Pacers,27.0,NBA,SG,82.0,7.0,1850.0,5.9,13.8,0.43,1.3,4.5,0.29,4.6,9.3,0.5,1.6,2.5,0.66,1.2,7.0,8.3,4.6,0.9,0.3,2.5,3.4,14.7
2019,14,2745,LAL,Los Angeles Lakers,28.0,NBA,SG,68.0,3.0,1123.0,5.9,13.8,0.43,2.3,6.3,0.37,3.6,7.5,0.47,1.6,2.3,0.68,1.0,5.9,6.9,4.5,1.3,0.2,2.8,3.6,15.7
