Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2020,11,554,HOU,Houston Rockets,Chris Clemons,"July 23, 1997",22.0,NBA,SG,2,0,8,12.2,30.4,0.4,12.2,30.4,0.4,0.0,0.0,,6.1,12.2,0.5,0.0,12.2,12.2,0.0,0.0,0.0,0.0,0.0,42.6,,110,110
