Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2007,28,2919,TOR,Toronto Raptors,P.J. Tucker,"May 5, 1985",21.0,NBA,SF,17.0,0.0,83.0,6.9,13.7,0.5,0.0,0.0,,6.9,13.7,0.5,5.0,8.7,0.57,6.9,7.5,14.4,1.9,1.2,0.0,3.7,7.5,18.7,104.0,107.0
2013,24,2919,PHO,Phoenix Suns,P.J. Tucker,"May 5, 1985",27.0,NBA,SG,79.0,45.0,1910.0,5.6,11.9,0.47,0.6,1.9,0.31,5.1,10.1,0.5,1.7,2.3,0.74,3.5,5.9,9.4,2.9,1.7,0.5,1.8,3.9,13.6,109.0,109.0
2014,24,2919,PHO,Phoenix Suns,P.J. Tucker,"May 5, 1985",28.0,NBA,SF,81.0,81.0,2490.0,5.3,12.4,0.43,1.5,3.8,0.39,3.8,8.5,0.45,3.1,4.0,0.78,3.2,7.4,10.6,2.8,2.2,0.5,2.1,4.1,15.3,113.0,106.0
2015,24,2919,PHO,Phoenix Suns,P.J. Tucker,"May 5, 1985",29.0,NBA,SF,78.0,63.0,2383.0,5.5,12.5,0.44,1.8,5.3,0.34,3.6,7.2,0.51,2.2,3.0,0.73,2.4,8.1,10.5,2.6,2.2,0.5,2.0,3.7,14.9,108.0,105.0
2016,24,2919,PHO,Phoenix Suns,P.J. Tucker,"May 5, 1985",30.0,NBA,SF,82.0,80.0,2540.0,4.6,11.2,0.41,1.3,4.0,0.33,3.3,7.2,0.46,2.0,2.7,0.75,3.2,6.7,9.8,3.4,2.0,0.4,2.1,3.9,12.5,105.0,109.0
2017,31,2919,TOT,Total After Trade,P.J. Tucker,"May 5, 1985",31.0,NBA,SF,81.0,21.0,2236.0,4.3,10.5,0.41,1.5,4.3,0.36,2.8,6.2,0.45,1.6,2.0,0.77,2.5,7.7,10.2,2.2,2.5,0.4,1.4,4.3,11.7,109.0,109.0
2017,24,2919,PHO,Phoenix Suns,P.J. Tucker,"May 5, 1985",31.0,NBA,SF,57.0,17.0,1627.0,4.3,10.4,0.42,1.4,4.0,0.34,3.0,6.4,0.46,1.8,2.3,0.79,2.8,7.3,10.1,2.1,2.5,0.4,1.5,4.2,11.8,109.0,111.0
2017,28,2919,TOR,Toronto Raptors,P.J. Tucker,"May 5, 1985",31.0,NBA,SF,24.0,4.0,609.0,4.3,10.7,0.41,2.0,5.0,0.4,2.3,5.7,0.41,0.9,1.3,0.69,1.9,8.8,10.7,2.2,2.6,0.4,1.2,4.4,11.6,110.0,106.0
2018,11,2919,HOU,Houston Rockets,P.J. Tucker,"May 5, 1985",32.0,NBA,PF,82.0,34.0,2281.0,3.7,9.5,0.39,2.5,6.7,0.37,1.2,2.8,0.44,0.9,1.3,0.72,2.0,7.9,9.9,1.7,1.7,0.6,1.6,4.4,10.8,107.0,106.0
2019,11,2919,HOU,Houston Rockets,P.J. Tucker,"May 5, 1985",33.0,NBA,PF,82.0,82.0,2802.0,3.6,9.2,0.4,2.6,6.8,0.38,1.1,2.4,0.45,0.7,1.0,0.7,2.1,6.3,8.4,1.7,2.3,0.7,1.1,4.4,10.5,114.0,110.0
2020,11,2919,HOU,Houston Rockets,P.J. Tucker,"May 5, 1985",34.0,NBA,PF,72.0,72.0,2467.0,3.3,8.0,0.42,2.0,5.6,0.36,1.3,2.4,0.55,0.7,0.9,0.81,2.1,6.8,8.9,2.2,1.4,0.7,1.4,4.3,9.4,114.0,111.0
2021,11,2919,HOU,Houston Rockets,P.J. Tucker,"May 5, 1985",35.0,NBA,PF,26.0,26.0,780.0,2.5,6.8,0.38,1.4,4.4,0.33,1.1,2.4,0.46,0.8,1.0,0.82,1.6,5.7,7.2,2.2,1.3,0.8,1.6,4.8,7.4,100.0,110.0
