Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2007,1,1559,ATL,Atlanta Hawks,Solomon Jones,"July 16, 1984",22.0,NBA,PF,58.0,8.0,666.0,5.2,10.3,0.51,0.0,0.1,0.0,5.2,10.2,0.51,4.7,6.0,0.79,3.9,7.0,10.9,0.9,0.9,3.4,2.0,9.9,15.1,,116.0,107.0
2008,1,1559,ATL,Atlanta Hawks,Solomon Jones,"July 16, 1984",23.0,NBA,PF,35.0,0.0,145.0,4.4,10.9,0.4,0.0,0.7,0.0,4.4,10.2,0.43,4.0,7.3,0.55,6.9,8.4,15.3,0.0,1.1,1.8,4.0,10.2,12.7,,89.0,108.0
2009,1,1559,ATL,Atlanta Hawks,Solomon Jones,"July 16, 1984",24.0,NBA,C,63.0,0.0,675.0,5.3,8.8,0.6,0.1,0.2,0.5,5.2,8.6,0.61,4.2,5.9,0.72,4.1,7.1,11.3,1.2,0.6,2.7,2.1,9.9,14.9,,124.0,108.0
2010,12,1559,IND,Indiana Pacers,Solomon Jones,"July 16, 1984",25.0,NBA,C,52.0,2.0,675.0,5.7,12.9,0.44,0.0,0.2,0.0,5.7,12.7,0.45,3.7,5.2,0.72,3.7,6.8,10.6,2.3,1.0,2.7,2.9,9.2,15.2,,99.0,106.0
2011,12,1559,IND,Indiana Pacers,Solomon Jones,"July 16, 1984",26.0,NBA,C,39.0,0.0,528.0,4.7,11.6,0.4,0.0,0.1,0.0,4.7,11.5,0.41,3.9,6.0,0.66,4.3,6.5,10.8,2.9,1.2,2.1,3.4,9.0,13.3,,95.0,106.0
2012,31,1559,TOT,Total After Trade,Solomon Jones,"July 16, 1984",27.0,NBA,"C,PF",21.0,1.0,292.0,4.5,11.3,0.39,0.0,0.0,,4.5,11.3,0.39,3.5,4.3,0.83,5.9,4.8,10.8,1.7,1.7,2.0,3.3,8.0,12.4,,96.0,106.0
2012,13,1559,LAC,Los Angeles Clippers,Solomon Jones,"July 16, 1984",27.0,NBA,PF,10.0,0.0,96.0,0.6,4.5,0.12,0.0,0.0,,0.6,4.5,0.12,2.2,2.8,0.8,6.2,3.4,9.5,1.1,2.2,2.8,2.8,6.7,3.4,,82.0,105.0
2012,19,1559,NOH,New Orleans Hornets,Solomon Jones,"July 16, 1984",27.0,NBA,C,11.0,1.0,196.0,6.4,14.7,0.43,0.0,0.0,,6.4,14.7,0.43,4.2,5.0,0.83,5.8,5.5,11.4,1.9,1.4,1.7,3.6,8.6,16.9,,99.0,106.0
2013,20,1559,NYK,New York Knicks,Solomon Jones,"July 16, 1984",28.0,NBA,PF,2.0,1.0,26.0,0.0,2.1,0.0,0.0,0.0,,0.0,2.1,0.0,0.0,0.0,,2.1,4.1,6.2,0.0,0.0,2.1,6.2,6.2,0.0,,17.0,110.0
2014,22,1559,ORL,Orlando Magic,Solomon Jones,"July 16, 1984",29.0,NBA,PF,11.0,0.0,85.0,3.6,10.3,0.35,0.0,0.0,,3.6,10.3,0.35,1.2,2.4,0.5,4.8,4.8,9.6,1.2,1.2,1.2,1.2,7.2,8.4,,92.0,109.0
