Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1999,28,1842,TOR,Toronto Raptors,Sean Marks,"August 23, 1975",23.0,NBA,PF,8.0,0.0,28.0,9.7,15.4,0.62,0.0,0.0,,9.7,15.4,0.62,1.9,3.9,0.5,0.0,1.9,1.9,0.0,1.9,0.0,5.8,5.8,21.2,85.0,109.0
2000,28,1842,TOR,Toronto Raptors,Sean Marks,"August 23, 1975",24.0,NBA,PF,5.0,0.0,12.0,8.7,26.0,0.33,0.0,4.3,0.0,8.7,21.6,0.4,17.3,17.3,1.0,0.0,8.7,8.7,0.0,4.3,4.3,13.0,13.0,34.6,78.0,95.0
2002,16,1842,MIA,Miami Heat,Sean Marks,"August 23, 1975",26.0,NBA,C,21.0,6.0,319.0,6.5,15.1,0.43,0.0,0.0,,6.5,15.1,0.43,3.4,5.9,0.59,3.3,9.6,12.9,1.4,0.9,1.7,3.3,6.9,16.5,89.0,99.0
2003,16,1842,MIA,Miami Heat,Sean Marks,"August 23, 1975",27.0,NBA,PF,23.0,0.0,223.0,5.4,14.5,0.37,0.0,0.2,0.0,5.4,14.2,0.38,2.5,3.7,0.67,2.0,6.6,8.6,0.7,1.2,1.5,3.4,9.1,13.2,76.0,103.0
2005,27,1842,SAS,San Antonio Spurs,Sean Marks,"August 23, 1975",29.0,NBA,PF,23.0,0.0,244.0,6.0,17.7,0.34,0.0,0.7,0.0,6.0,17.0,0.35,4.9,6.2,0.79,4.0,8.4,12.4,1.8,0.7,2.4,3.1,6.4,16.8,88.0,99.0
2006,27,1842,SAS,San Antonio Spurs,Sean Marks,"August 23, 1975",30.0,NBA,PF,25.0,0.0,181.0,11.1,21.3,0.52,0.0,0.9,0.0,11.1,20.4,0.54,2.1,3.6,0.58,3.6,9.3,12.9,2.1,1.5,2.1,2.1,6.3,24.3,107.0,97.0
2007,24,1842,PHO,Phoenix Suns,Sean Marks,"August 23, 1975",31.0,NBA,PF,3.0,0.0,17.0,5.9,17.7,0.33,0.0,3.0,0.0,5.9,14.8,0.4,5.9,5.9,1.0,0.0,8.9,8.9,0.0,0.0,3.0,0.0,11.8,17.7,95.0,106.0
2008,24,1842,PHO,Phoenix Suns,Sean Marks,"August 23, 1975",32.0,NBA,C,19.0,0.0,130.0,8.8,16.4,0.54,0.4,1.5,0.25,8.4,14.9,0.56,4.6,7.3,0.63,3.4,10.3,13.8,1.5,1.1,3.8,3.1,8.8,22.5,107.0,103.0
2009,19,1842,NOH,New Orleans Hornets,Sean Marks,"August 23, 1975",33.0,NBA,C,60.0,5.0,838.0,5.2,10.8,0.48,0.1,0.7,0.2,5.1,10.1,0.5,2.0,2.9,0.68,4.0,8.2,12.2,0.9,0.5,2.2,2.3,7.9,12.5,103.0,107.0
2010,19,1842,NOH,New Orleans Hornets,Sean Marks,"August 23, 1975",34.0,NBA,C,14.0,0.0,75.0,2.8,5.5,0.5,0.0,0.0,,2.8,5.5,0.5,1.4,3.5,0.4,9.7,6.2,15.9,1.4,0.0,2.1,1.4,11.7,6.9,126.0,112.0
2011,25,1842,POR,Portland Trail Blazers,Sean Marks,"August 23, 1975",35.0,NBA,C,29.0,0.0,208.0,5.0,11.5,0.43,0.5,0.5,1.0,4.5,11.0,0.4,1.3,2.1,0.62,4.2,6.3,10.5,1.0,0.8,1.3,2.9,11.5,11.8,93.0,109.0
