Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
784,31.0,0.0,73.25,4.75,10.42,0.46,0.55,2.02,0.27,4.2,8.38,0.5,1.88,2.22,0.84,0.0,1.65,1.65,6.0,1.7,0.0,2.05,3.9,12.0
