Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
2510,Rajon Rondo,1986-02-22,968.0,799.0,29523.0,4042.0,8880.0,0.46,426.0,1338.0,0.32,3616.0,7542.0,0.48,0.48,1113.0,1863.0,0.6,954.0,3605.0,4559.0,7848.0,1561.0,124.0,2688.0,2066.0,9623.0,35.0
