Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
672,41,41,320.0,5.94,11.72,0.51,0.0,0.06,0,5.94,11.68,0.51,4.92,6.92,0.71,1.94,7.48,9.4,3.08,0.66,0.94,2.22,2.62,16.82
