PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Magic Johnson,24,21,,837,6.5,11.8,0.551,0.0,0.3,0.0,6.5,11.5,0.5660000000000001,3.4,4.3,0.8,1.1,4.9,6.0,12.2,1.8,0.9,3.4,3.1,16.4
Kareem Abdul-Jabbar,36,21,,767,9.7,17.4,0.555,0.0,0.0,,9.7,17.4,0.555,4.2,5.6,0.75,2.6,5.5,8.1,3.7,1.1,2.1,2.1,3.3,23.6
Michael Cooper,27,21,,723,4.4,9.5,0.461,0.6,1.8,0.33299999999999996,3.8,7.7,0.49,2.5,3.1,0.8059999999999999,1.0,3.1,4.1,5.9,1.2,1.0,1.4,4.0,11.9
James Worthy,22,21,,708,8.3,13.9,0.599,0.1,0.1,0.5,8.3,13.8,0.599,2.1,3.5,0.609,1.8,3.5,5.3,2.8,1.4,0.6,2.0,2.9,18.9
Bob McAdoo,32,20,,447,8.9,17.3,0.516,0.0,0.1,0.0,8.9,17.2,0.519,4.6,6.5,0.7040000000000001,2.4,6.3,8.7,1.0,1.0,2.2,3.1,5.1,22.5
Kurt Rambis,25,21,,428,5.0,7.7,0.652,0.0,0.0,,5.0,7.7,0.652,1.8,2.8,0.636,2.8,7.4,10.2,1.2,0.8,0.8,1.9,4.8,11.9
Byron Scott,22,20,,404,6.6,14.3,0.46,0.2,0.9,0.2,6.4,13.5,0.47700000000000004,1.9,3.1,0.6,1.0,2.3,3.3,3.0,1.6,0.2,2.3,3.5,15.2
Mike McGee,24,17,,370,8.8,15.3,0.573,0.6,1.7,0.353,8.2,13.6,0.6,2.4,3.8,0.6409999999999999,2.1,1.2,3.3,2.2,1.1,0.1,2.6,5.1,20.5
Jamaal Wilkes,30,14,,196,5.1,12.9,0.4,0.0,0.2,0.0,5.1,12.7,0.406,1.3,2.0,0.636,1.8,2.9,4.8,1.7,0.7,0.4,1.3,5.0,11.6
Swen Nater,34,17,,146,4.7,9.4,0.5,0.0,0.0,,4.7,9.4,0.5,4.9,6.4,0.769,3.9,5.9,9.9,0.2,0.2,0.5,2.0,6.7,14.3
Mitch Kupchak,29,9,,69,2.6,8.9,0.294,0.0,0.0,,2.6,8.9,0.294,4.2,7.3,0.5710000000000001,6.3,8.9,15.1,1.0,0.5,1.0,3.1,6.3,9.4
Larry Spriggs,24,9,,45,5.6,15.2,0.368,0.0,0.0,,5.6,15.2,0.368,8.8,8.8,1.0,3.2,4.0,7.2,2.4,0.0,0.8,5.6,8.8,20.0
