PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Adrian Dantley,28,11,,454,9.3,18.4,0.504,0.0,0.0,,9.3,18.4,0.504,9.5,11.0,0.863,2.9,3.6,6.6,3.6,0.8,0.1,3.0,2.4,28.1
Darrell Griffith,25,11,,417,7.0,15.8,0.44299999999999995,1.4,3.9,0.35600000000000004,5.6,11.9,0.47100000000000003,2.8,4.1,0.688,1.4,4.2,5.6,3.5,1.6,0.2,2.7,2.1,18.2
Rickey Green,29,11,,404,5.7,13.5,0.424,0.1,0.4,0.25,5.6,13.1,0.429,2.9,3.8,0.7440000000000001,0.8,2.2,3.0,9.3,1.7,0.4,2.6,1.5,14.3
Thurl Bailey,22,11,,340,5.3,10.3,0.515,0.0,0.2,0.0,5.3,10.1,0.526,1.8,2.2,0.81,1.6,4.9,6.5,1.1,0.2,1.2,1.7,3.5,12.4
Mark Eaton,27,11,,254,3.0,5.8,0.512,0.0,0.0,,3.0,5.8,0.512,1.1,2.4,0.47100000000000003,2.7,8.1,10.8,1.3,0.7,4.8,2.3,4.7,7.1
Jeff Wilkins,28,11,,205,5.3,10.0,0.526,0.0,0.0,,5.3,10.0,0.526,3.0,3.9,0.773,1.8,6.8,8.6,0.9,0.0,0.9,1.9,5.6,13.5
Rich Kelley,30,11,,201,2.7,4.8,0.556,0.0,0.0,,2.7,4.8,0.556,4.5,5.2,0.862,3.4,7.0,10.4,3.9,1.6,1.1,3.0,7.5,9.9
John Drew,29,11,,172,9.0,17.8,0.506,0.0,0.0,,9.0,17.8,0.506,5.4,6.9,0.7879999999999999,2.1,3.1,5.2,1.9,0.8,0.0,2.3,5.4,23.4
Jerry Eaves,24,11,,132,6.0,12.5,0.478,0.3,0.8,0.33299999999999996,5.7,11.7,0.488,2.7,3.5,0.769,0.8,1.9,2.7,3.5,1.4,0.5,1.9,2.7,15.0
Tom Boswell,30,5,,55,2.0,2.6,0.75,0.0,0.0,,2.0,2.6,0.75,1.3,3.3,0.4,1.3,2.6,3.9,1.3,0.0,0.7,2.6,7.9,5.2
Bob Hansen,23,4,,18,4.0,14.0,0.28600000000000003,4.0,6.0,0.667,0.0,8.0,0.0,2.0,4.0,0.5,4.0,10.0,14.0,4.0,0.0,0.0,4.0,8.0,14.0
J.J. Anderson,23,5,,13,13.8,22.2,0.625,2.8,2.8,1.0,11.1,19.4,0.5710000000000001,0.0,0.0,,8.3,2.8,11.1,0.0,0.0,2.8,0.0,5.5,30.5
