SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1984,21,SEA,Gus Williams,30,5,,215,8.4,16.4,0.51,0.3,1.0,0.33,8.0,15.4,0.52,2.5,3.5,0.71,0.3,1.7,2.0,9.5,1.3,0.5,2.3,1.2,19.6
1984,21,SEA,Jack Sikma,28,5,,193,9.1,18.3,0.5,0.0,0.2,0.0,9.1,18.1,0.5,2.2,2.6,0.86,2.1,7.5,9.5,0.9,0.6,1.3,1.7,4.1,20.5
1984,21,SEA,Tom Chambers,24,5,,191,5.3,11.1,0.48,0.0,0.2,0.0,5.3,10.9,0.48,2.3,3.4,0.67,0.8,5.5,6.2,1.5,0.9,0.6,1.7,4.3,12.8
1984,21,SEA,Al Wood,25,5,,157,6.0,12.8,0.46,0.0,0.2,0.0,6.0,12.6,0.47,1.8,2.8,0.67,1.6,6.2,7.8,2.3,0.2,0.2,1.6,3.7,13.8
1984,21,SEA,Danny Vranes,25,5,,147,3.9,9.6,0.41,0.0,0.2,0.0,3.9,9.3,0.42,1.0,1.7,0.57,3.9,5.4,9.3,2.7,0.7,1.5,1.2,5.9,8.8
1984,21,SEA,Reggie King,26,5,,91,2.0,4.7,0.42,0.0,0.0,,2.0,4.7,0.42,0.0,0.0,,2.4,4.4,6.7,2.4,0.8,1.2,2.8,5.5,4.0
1984,21,SEA,Fred Brown,35,5,,88,8.2,19.2,0.43,0.4,1.2,0.33,7.8,18.0,0.43,3.3,4.5,0.73,0.8,2.0,2.9,4.1,1.6,0.0,1.2,1.6,20.0
1984,21,SEA,Steve Hawes,33,5,,74,2.9,6.8,0.43,0.5,1.0,0.5,2.4,5.8,0.42,1.0,1.0,1.0,3.9,5.8,9.7,3.4,1.0,0.0,1.0,2.9,7.3
1984,21,SEA,Scooter McCray,23,4,,38,3.8,5.7,0.67,0.0,0.9,0.0,3.8,4.7,0.8,0.0,0.9,0.0,2.8,2.8,5.7,2.8,0.9,0.0,0.0,7.6,7.6
1984,21,SEA,Jon Sundvold,22,3,,22,4.9,13.1,0.38,0.0,4.9,0.0,4.9,8.2,0.6,3.3,3.3,1.0,1.6,1.6,3.3,8.2,0.0,0.0,1.6,1.6,13.1
1984,21,SEA,Clay Johnson,27,3,,9,8.0,16.0,0.5,0.0,4.0,0.0,8.0,12.0,0.67,0.0,0.0,,4.0,0.0,4.0,4.0,4.0,0.0,0.0,12.0,16.0
