SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1984,7,DAL,Rolando Blackman,24,10,,397,8.4,15.9,0.53,0.0,0.0,,8.4,15.9,0.53,4.8,5.7,0.84,1.4,2.4,3.7,3.6,0.5,0.4,2.2,1.4,21.7
1984,7,DAL,Jay Vincent,24,10,,353,4.9,12.6,0.39,0.0,0.1,0.0,4.9,12.5,0.39,5.7,6.3,0.9,3.0,4.2,7.1,1.9,0.7,0.1,2.5,3.7,15.5
1984,7,DAL,Mark Aguirre,24,10,,350,9.1,18.9,0.48,0.0,0.5,0.0,9.1,18.4,0.49,4.5,5.9,0.77,2.2,5.7,7.8,3.3,0.5,0.5,2.8,3.5,22.6
1984,7,DAL,Brad Davis,28,10,,304,3.9,8.6,0.45,0.0,0.2,0.0,3.9,8.4,0.46,1.8,2.3,0.79,0.7,1.5,2.3,5.9,0.7,0.0,2.1,2.1,9.6
1984,7,DAL,Pat Cummings,27,10,,300,5.6,13.8,0.41,0.0,0.0,,5.6,13.8,0.41,1.7,1.8,0.93,3.1,5.5,8.6,1.8,0.5,0.2,1.1,3.6,13.0
1984,7,DAL,Derek Harper,22,10,,226,3.3,8.6,0.39,0.5,1.3,0.38,2.9,7.3,0.39,0.8,1.1,0.71,1.3,1.9,3.2,4.5,1.8,0.3,1.0,2.5,8.0
1984,7,DAL,Dale Ellis,23,8,,178,5.3,16.2,0.32,0.2,2.4,0.08,5.1,13.8,0.37,1.2,1.6,0.75,3.8,4.7,8.5,0.8,2.0,0.4,1.0,3.4,11.9
1984,7,DAL,Kurt Nimphius,25,10,,178,2.8,6.7,0.42,0.0,0.0,,2.8,6.7,0.42,2.8,3.4,0.82,4.0,6.7,10.7,2.6,0.0,2.8,1.8,4.9,8.5
1984,7,DAL,Bill Garnett,23,8,,74,7.3,14.6,0.5,0.5,0.5,1.0,6.8,14.1,0.48,3.4,3.9,0.88,4.9,5.8,10.7,1.9,0.0,1.0,0.5,4.9,18.5
1984,7,DAL,Elston Turner,24,8,,53,4.8,13.6,0.35,0.0,0.0,,4.8,13.6,0.35,0.0,0.0,,3.4,3.4,6.8,5.4,4.1,0.7,2.0,2.7,9.5
1984,7,DAL,Mark West,23,4,,32,5.6,10.1,0.56,0.0,0.0,,5.6,10.1,0.56,2.3,3.4,0.67,0.0,7.9,7.9,3.4,0.0,3.4,3.4,12.4,13.5
1984,7,DAL,Roger Phegley,27,1,,5,0.0,28.8,0.0,0.0,7.2,0.0,0.0,21.6,0.0,14.4,14.4,1.0,0.0,0.0,0.0,7.2,14.4,0.0,0.0,0.0,14.4
