PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Buck Williams,23,11,,473,4.8,9.9,0.485,0.0,0.0,,4.8,9.9,0.485,3.4,6.2,0.556,4.3,7.5,11.8,1.2,1.1,1.3,2.2,3.3,13.0
Micheal Ray Richardson,28,11,,443,5.6,13.7,0.408,0.5,1.8,0.273,5.1,11.9,0.429,3.3,4.6,0.732,1.6,2.8,4.4,6.4,2.8,0.3,2.4,3.3,15.0
Otis Birdsong,28,11,,387,6.6,15.9,0.415,0.0,0.1,0.0,6.6,15.8,0.418,2.3,4.5,0.521,0.7,1.8,2.4,3.8,1.9,0.1,2.0,3.5,15.5
Darryl Dawkins,27,11,,340,7.0,12.5,0.5589999999999999,0.0,0.3,0.0,7.0,12.2,0.574,7.4,8.8,0.843,2.3,4.9,7.2,1.4,0.5,1.1,3.4,5.5,21.4
Albert King,24,11,,295,6.5,15.6,0.414,0.0,0.2,0.0,6.5,15.4,0.42100000000000004,3.9,5.6,0.696,3.1,4.0,7.1,3.1,1.2,0.5,2.8,3.9,16.8
Mike Gminski,24,11,,223,4.7,8.1,0.58,0.0,0.0,,4.7,8.1,0.58,5.8,8.4,0.6920000000000001,3.6,5.3,8.9,1.0,1.1,2.4,1.5,2.7,15.2
Mike O'Koren,25,11,,216,4.2,9.8,0.424,0.0,0.2,0.0,4.2,9.7,0.431,0.8,1.0,0.833,3.0,2.8,5.8,3.5,0.5,0.7,2.0,6.2,9.2
Darwin Cook,25,11,,185,5.8,16.0,0.366,0.8,2.5,0.308,5.1,13.4,0.377,3.3,4.7,0.708,1.6,1.9,3.5,6.0,2.9,0.0,4.1,5.1,15.8
Kelvin Ransey,25,5,,44,4.9,11.5,0.429,0.8,0.8,1.0,4.1,10.6,0.385,0.0,0.0,,0.0,0.8,0.8,8.2,0.0,0.8,4.1,4.9,10.6
Reggie Johnson,26,7,,17,0.0,8.5,0.0,0.0,0.0,,0.0,8.5,0.0,10.6,12.7,0.833,2.1,8.5,10.6,0.0,0.0,2.1,8.5,4.2,10.6
Bill Willoughby,26,3,,13,2.8,8.3,0.33299999999999996,0.0,0.0,,2.8,8.3,0.33299999999999996,0.0,0.0,,8.3,0.0,8.3,0.0,0.0,0.0,0.0,5.5,5.5
Foots Walker,32,2,,4,0.0,9.0,0.0,0.0,0.0,,0.0,9.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
