Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2015,31,2476,TOT,Total After Trade,21.0,NBA,"SF,SG",35.0,261.0,8.5,0.47,0.28,0.36,6.1,10.6,8.3,7.0,1.2,0.3,12.4,14.9,0.0,0.1,0.1,0.01,-3.0,-2.3,-5.4,-0.2
2015,18,2476,MIN,Minnesota Timberwolves,21.0,NBA,SG,25.0,108.0,8.2,0.47,0.25,0.67,4.1,10.9,7.4,4.1,1.4,0.0,8.8,13.9,0.0,0.0,0.0,0.01,-3.2,-2.2,-5.4,-0.1
2015,23,2476,PHI,Philadelphia 76Ers,21.0,NBA,SF,10.0,153.0,8.6,0.47,0.3,0.19,7.4,10.4,8.9,9.0,1.0,0.5,14.7,15.5,0.0,0.1,0.0,0.01,-2.9,-2.4,-5.4,-0.1
2016,12,2476,IND,Indiana Pacers,22.0,NBA,SF,45.0,508.0,11.4,0.51,0.24,0.26,2.6,12.0,7.3,7.7,1.7,1.4,9.7,16.1,0.2,0.6,0.8,0.08,-1.6,0.5,-1.1,0.1
2017,12,2476,IND,Indiana Pacers,23.0,NBA,SF,69.0,1427.0,11.5,0.56,0.37,0.22,4.5,14.7,9.7,4.7,1.4,1.2,9.1,12.8,1.3,1.2,2.5,0.08,-0.5,0.2,-0.3,0.6
2018,12,2476,IND,Indiana Pacers,24.0,NBA,SF,23.0,338.0,10.8,0.53,0.4,0.13,3.7,8.6,6.2,6.8,1.9,0.3,5.3,12.5,0.4,0.3,0.6,0.09,-1.2,0.4,-0.7,0.1
2019,9,2476,DET,Detroit Pistons,25.0,NBA,SF,47.0,610.0,8.7,0.51,0.35,0.23,2.9,10.0,6.4,5.1,1.1,1.1,8.5,15.0,0.1,0.6,0.7,0.05,-2.8,-0.1,-3.0,-0.2
2020,31,2476,TOT,Total After Trade,26.0,NBA,SF,62.0,1786.0,13.3,0.58,0.33,0.14,4.8,11.9,8.2,8.4,1.5,0.8,8.0,16.4,2.0,0.9,2.9,0.08,-0.5,-1.2,-1.7,0.1
2020,10,2476,GSW,Golden State Warriors,26.0,NBA,SF,48.0,1516.0,13.1,0.57,0.34,0.15,4.6,11.9,8.1,8.8,1.4,0.8,8.5,16.6,1.5,0.6,2.1,0.07,-0.6,-1.2,-1.7,0.1
2020,23,2476,PHI,Philadelphia 76Ers,26.0,NBA,SF,14.0,270.0,14.7,0.6,0.32,0.14,6.1,11.9,9.0,5.9,1.6,0.6,5.2,15.2,0.5,0.3,0.8,0.14,0.0,-1.3,-1.4,0.0
2021,26,2476,SAC,Sacramento Kings,27.0,NBA,SF,16.0,260.0,9.9,0.57,0.48,0.24,2.1,9.0,5.5,8.3,0.2,0.3,6.7,14.6,0.3,-0.1,0.2,0.04,-0.9,-3.2,-4.1,-0.1
