Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1984,11,2549,HOU,Houston Rockets,Ralph Sampson,"July 7, 1960",23.0,NBA,C,82.0,82.0,2693.0,716.0,1369.0,0.52,1.0,4.0,0.25,715.0,1365.0,0.52,0.52,287.0,434.0,0.66,293.0,620.0,913.0,163.0,70.0,197.0,294.0,339.0,1720.0,,1.0
1985,11,2549,HOU,Houston Rockets,Ralph Sampson,"July 7, 1960",24.0,NBA,PF,82.0,82.0,3086.0,753.0,1499.0,0.5,0.0,6.0,0.0,753.0,1493.0,0.5,0.5,303.0,448.0,0.68,227.0,626.0,853.0,224.0,81.0,168.0,326.0,306.0,1809.0,,0.0
1986,11,2549,HOU,Houston Rockets,Ralph Sampson,"July 7, 1960",25.0,NBA,PF,79.0,76.0,2864.0,624.0,1280.0,0.49,2.0,15.0,0.13,622.0,1265.0,0.49,0.49,241.0,376.0,0.64,258.0,621.0,879.0,283.0,99.0,129.0,285.0,308.0,1491.0,,0.0
1987,11,2549,HOU,Houston Rockets,Ralph Sampson,"July 7, 1960",26.0,NBA,PF,43.0,32.0,1326.0,277.0,566.0,0.49,0.0,3.0,0.0,277.0,563.0,0.49,0.49,118.0,189.0,0.62,88.0,284.0,372.0,120.0,40.0,58.0,126.0,169.0,672.0,,0.0
1988,31,2549,TOT,Total After Trade,Ralph Sampson,"July 7, 1960",27.0,NBA,"C,PF",48.0,44.0,1663.0,299.0,682.0,0.44,2.0,11.0,0.18,297.0,671.0,0.44,0.44,149.0,196.0,0.76,140.0,322.0,462.0,122.0,41.0,88.0,171.0,164.0,749.0,,0.0
1988,11,2549,HOU,Houston Rockets,Ralph Sampson,"July 7, 1960",27.0,NBA,PF,19.0,19.0,705.0,119.0,271.0,0.44,2.0,6.0,0.33,117.0,265.0,0.44,0.44,63.0,85.0,0.74,58.0,114.0,172.0,37.0,17.0,33.0,62.0,63.0,303.0,,0.0
1988,10,2549,GSW,Golden State Warriors,Ralph Sampson,"July 7, 1960",27.0,NBA,C,29.0,25.0,958.0,180.0,411.0,0.44,0.0,5.0,0.0,180.0,406.0,0.44,0.44,86.0,111.0,0.78,82.0,208.0,290.0,85.0,24.0,55.0,109.0,101.0,446.0,,0.0
1989,10,2549,GSW,Golden State Warriors,Ralph Sampson,"July 7, 1960",28.0,NBA,C,61.0,36.0,1086.0,164.0,365.0,0.45,3.0,8.0,0.38,161.0,357.0,0.45,0.45,62.0,95.0,0.65,105.0,202.0,307.0,77.0,31.0,65.0,90.0,170.0,393.0,,0.0
1990,26,2549,SAC,Sacramento Kings,Ralph Sampson,"July 7, 1960",29.0,NBA,C,26.0,7.0,417.0,48.0,129.0,0.37,1.0,4.0,0.25,47.0,125.0,0.38,0.38,12.0,23.0,0.52,11.0,73.0,84.0,28.0,14.0,22.0,34.0,66.0,109.0,,0.0
1991,26,2549,SAC,Sacramento Kings,Ralph Sampson,"July 7, 1960",30.0,NBA,C,25.0,4.0,348.0,34.0,93.0,0.37,1.0,5.0,0.2,33.0,88.0,0.38,0.37,5.0,19.0,0.26,41.0,70.0,111.0,17.0,11.0,17.0,27.0,54.0,74.0,,0.0
1992,30,2549,WSB,Washington Bullets,Ralph Sampson,"July 7, 1960",31.0,NBA,C,10.0,0.0,108.0,9.0,29.0,0.31,0.0,2.0,0.0,9.0,27.0,0.33,0.31,4.0,6.0,0.67,11.0,19.0,30.0,4.0,3.0,8.0,10.0,14.0,22.0,,0.0
