TEAM,W,L,W/L%,GB,PS/G,PA/G,SRS
BOS,59,23,.720,—,112.6,106.0,6.57
PHI,45,37,.549,14.0,106.5,106.6,0.11
WAB,42,40,.512,17.0,106.0,107.3,-1.02
NJN,24,58,.293,35.0,108.5,113.5,-4.42
NYK,24,58,.293,35.0,103.8,110.0,-5.42
ALT,57,25,.695,—,110.0,102.8,7.18
DET,52,30,.634,5.0,111.2,107.8,3.51
MIL,50,32,.610,7.0,110.4,106.5,4.04
IND,41,41,.500,16.0,106.1,106.7,-0.17
CHI,40,42,.488,17.0,104.8,103.9,1.26
CLE,31,51,.378,26.0,104.4,108.2,-3.19
