TEAM,W,L,W/L%,GB,PS/G,PA/G,SRS
UTA,45,37,.549,—,115.0,113.8,0.81
DAL,43,39,.524,2.0,110.4,110.0,0.15
DEN,38,44,.463,7.0,123.7,124.8,-1.27
KCK,38,44,.463,7.0,110.0,111.5,-1.62
SAS,37,45,.451,8.0,120.3,120.5,-0.50
HOU,29,53,.354,16.0,110.6,113.7,-3.12
LAL,54,28,.659,—,115.6,111.8,3.32
POR,48,34,.585,6.0,113.1,109.6,3.13
SEA,42,40,.512,12.0,108.1,108.3,-0.34
PHO,41,41,.500,13.0,111.0,110.1,0.65
GSW,37,45,.451,17.0,109.9,113.3,-3.35
SDC,30,52,.366,24.0,110.7,114.0,-3.21
