TEAM,W,L,W/L%,GB,PS/G,PA/G,SRS
BOS,63,19,.768,—,112.0,105.6,6.35
PHI,58,24,.707,5.0,111.2,105.5,5.74
NJN,44,38,.537,19.0,106.7,106.0,0.87
WAB,43,39,.524,20.0,103.5,102.6,1.06
NYK,33,49,.402,30.0,106.2,108.9,-2.15
MIL,55,27,.671,—,108.4,102.9,5.38
ALT,42,40,.512,13.0,101.0,100.5,0.81
DET,39,43,.476,16.0,111.1,112.0,-0.63
IND,35,47,.427,20.0,102.2,104.0,-1.49
CHI,34,48,.415,21.0,106.6,108.6,-1.57
CLE,15,67,.183,40.0,103.2,111.7,-7.77
