TEAM,W,L,W/L%,GB,PS/G,PA/G,SRS
SAS,52,30,.634,—,112.3,109.4,2.18
KCK,40,42,.488,12.0,106.9,106.9,-0.49
HOU,40,42,.488,12.0,108.3,107.9,-0.20
DEN,37,45,.451,15.0,121.8,122.3,-0.95
UTA,28,54,.341,24.0,101.2,107.1,-5.99
DAL,15,67,.183,37.0,101.5,109.9,-8.33
PHO,57,25,.695,—,110.0,104.5,4.83
LAL,54,28,.659,3.0,111.2,107.3,3.27
POR,45,37,.549,12.0,110.7,109.8,0.52
GSW,39,43,.476,18.0,109.8,111.0,-1.41
SDC,36,46,.439,21.0,106.5,108.1,-1.78
SEA,34,48,.415,23.0,104.0,105.7,-1.84
