SEASON,TEAM ID,TEAM,W,L,W/L%,GB,PS/G,PA/G,SRS
1980,17,MIL,49,33,.598,—,110.1,106.1,3.57
1980,26,KCK,47,35,.573,2.0,108.0,104.9,2.82
1980,8,DEN,30,52,.366,19.0,108.3,112.7,-4.22
1980,5,CHI,30,52,.366,19.0,107.5,110.2,-2.63
1980,29,UTA,24,58,.293,25.0,102.4,108.4,-5.71
1980,14,LAL,60,22,.732,—,115.1,109.2,5.40
1980,21,SEA,56,26,.683,4.0,108.5,103.8,4.24
1980,24,PHO,55,27,.671,5.0,111.1,107.5,3.25
1980,25,POR,38,44,.463,22.0,102.5,103.3,-0.87
1980,13,SDC,35,47,.427,25.0,107.6,111.7,-3.97
1980,10,GSW,24,58,.293,36.0,103.6,108.0,-4.20
