Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2002,5,514,CHI,Charlotte Bobcats,19.0,NBA,C,71.0,1389.0,13.0,0.54,0.0,0.73,9.3,19.8,14.4,6.5,1.1,5.0,19.8,16.6,,0.4,1.4,1.8,0.06,,-3.3,-0.2,-3.5,-0.5
2003,5,514,CHI,Charlotte Bobcats,20.0,NBA,C,75.0,1827.0,15.8,0.56,0.0,0.6,10.4,20.6,15.5,6.8,1.0,4.2,18.1,18.1,,1.8,2.1,3.9,0.1,,-1.1,0.2,-0.9,0.5
2004,5,514,CHI,Charlotte Bobcats,21.0,NBA,PF,35.0,782.0,14.2,0.51,0.01,0.75,11.1,27.0,18.9,4.7,1.1,4.1,15.3,14.2,,0.7,1.2,1.9,0.12,,-2.1,0.3,-1.8,0.0
2005,5,514,CHI,Charlotte Bobcats,22.0,NBA,C,80.0,2189.0,16.4,0.56,0.0,0.8,13.4,26.1,19.8,4.8,1.6,4.8,17.2,14.0,,2.8,5.5,8.3,0.18,,-0.8,2.7,1.9,2.1
2006,5,514,CHI,Charlotte Bobcats,23.0,NBA,C,79.0,2121.0,12.2,0.57,0.0,0.68,14.4,24.2,19.3,5.6,1.0,3.8,25.1,10.4,,1.5,3.9,5.4,0.12,,-2.2,1.8,-0.4,0.9
2007,19,514,NOK,New Orleans/Oklahoma City Hornets,24.0,NBA,C,73.0,2525.0,17.0,0.62,0.0,0.43,14.3,27.3,20.7,4.1,0.8,4.1,18.5,12.3,,4.1,3.8,7.9,0.15,,-0.1,0.7,0.6,1.6
2008,19,514,NOH,New Orleans Hornets,25.0,NBA,C,79.0,2783.0,17.5,0.63,0.0,0.49,13.2,26.1,19.5,4.4,0.9,2.4,15.6,14.5,,5.9,4.1,10.0,0.17,,0.7,-0.2,0.4,1.7
2009,19,514,NOH,New Orleans Hornets,26.0,NBA,C,45.0,1445.0,13.4,0.58,0.0,0.47,13.7,19.2,16.4,2.4,0.6,3.3,17.0,13.7,,1.7,1.7,3.4,0.11,,-1.6,-0.9,-2.5,-0.2
2010,4,514,CHA,Charlotte Bobcats,27.0,NBA,C,51.0,1163.0,12.5,0.64,0.0,0.83,12.0,21.0,16.6,2.2,0.8,3.9,26.0,14.0,,0.9,2.0,2.9,0.12,,-3.1,1.1,-2.0,0.0
2011,7,514,DAL,Dallas Mavericks,28.0,NBA,C,74.0,2059.0,18.4,0.7,0.0,0.72,12.2,26.6,19.7,2.4,0.9,3.0,14.1,14.2,,5.8,3.5,9.4,0.22,,0.6,1.0,1.5,1.8
2012,20,514,NYK,New York Knicks,29.0,NBA,C,62.0,2061.0,18.7,0.71,0.01,0.89,11.8,22.7,17.2,4.3,1.4,3.4,17.1,13.0,,5.8,3.6,9.5,0.22,,1.2,1.1,2.3,2.2
2013,20,514,NYK,New York Knicks,30.0,NBA,C,66.0,2164.0,18.9,0.67,0.0,0.64,14.1,24.3,19.0,4.5,1.0,3.0,14.5,13.0,,6.7,2.6,9.3,0.21,,1.5,-0.3,1.3,1.8
2014,20,514,NYK,New York Knicks,31.0,NBA,C,55.0,1662.0,16.4,0.62,0.0,0.48,10.9,27.0,18.7,5.5,1.2,3.4,15.4,12.9,,3.1,1.9,4.9,0.14,,0.3,-0.1,0.2,0.9
2015,7,514,DAL,Dallas Mavericks,32.0,NBA,C,75.0,2286.0,20.1,0.7,0.0,0.58,14.1,27.4,20.7,5.3,0.9,3.2,16.0,12.8,,7.2,3.1,10.3,0.22,,2.4,0.2,2.6,2.7
2016,24,514,PHO,Phoenix Suns,33.0,NBA,C,66.0,1618.0,14.7,0.61,0.0,0.55,11.5,27.5,19.3,6.0,1.1,2.2,19.3,12.7,,2.1,1.6,3.8,0.11,,-0.8,-0.2,-1.1,0.4
2017,24,514,PHO,Phoenix Suns,34.0,NBA,C,47.0,1298.0,16.6,0.7,0.0,0.54,12.5,33.2,22.6,3.3,1.2,1.5,18.7,11.2,,2.7,1.3,4.1,0.15,,0.7,-0.3,0.3,0.8
2018,24,514,PHO,Phoenix Suns,35.0,NBA,C,46.0,1151.0,14.2,0.66,0.0,0.5,12.2,26.8,19.4,6.6,0.7,1.9,20.6,10.6,,1.9,0.8,2.7,0.11,,-0.8,-0.6,-1.4,0.2
2019,31,514,TOT,Total After Trade,36.0,NBA,C,55.0,875.0,11.2,0.63,0.01,0.88,11.1,25.3,18.3,5.3,1.1,2.2,23.4,8.5,,0.9,1.2,2.1,0.11,,-2.9,0.8,-2.1,0.0
2019,24,514,PHO,Phoenix Suns,36.0,NBA,C,7.0,89.0,11.5,0.65,0.0,1.5,8.6,40.5,24.3,9.1,1.1,0.9,26.0,13.0,,0.1,0.1,0.2,0.09,,-4.8,0.2,-4.6,-0.1
2019,14,514,LAL,Los Angeles Lakers,36.0,NBA,C,48.0,786.0,11.2,0.63,0.01,0.79,11.4,23.6,17.6,4.8,1.1,2.3,23.0,8.0,,0.9,1.1,1.9,0.12,,-2.7,0.9,-1.8,0.0
2020,11,514,HOU,Houston Rockets,37.0,NBA,C,26.0,219.0,10.8,0.72,0.0,0.72,11.8,19.8,15.8,3.5,1.3,3.1,25.2,6.0,,0.3,0.3,0.6,0.13,,-2.6,1.1,-1.5,0.0
