Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1984,26,1484,KCK,Kansas City Kings,24.0,NBA,SF,3.0,,107.0,7.1,16.1,0.44,0.7,1.7,0.4,6.4,14.5,0.44,2.4,2.4,1.0,1.3,2.0,3.4,4.0,1.0,0.3,0.7,2.7,17.2
1986,26,1484,SAC,Sacramento Kings,26.0,NBA,SF,3.0,1.0,96.0,9.0,20.6,0.44,0.0,1.1,0.0,9.0,19.5,0.46,3.0,3.4,0.89,3.7,4.1,7.9,1.5,1.1,0.4,2.3,2.6,21.0
1989,24,1484,PHO,Phoenix Suns,29.0,NBA,SF,12.0,0.0,392.0,7.8,18.9,0.41,1.2,3.5,0.34,6.6,15.4,0.43,2.8,3.6,0.77,2.6,5.4,8.0,2.3,1.1,0.2,1.7,3.8,19.6
1990,24,1484,PHO,Phoenix Suns,30.0,NBA,SF,16.0,0.0,337.0,7.7,17.1,0.45,1.6,4.1,0.4,6.1,13.0,0.47,4.0,5.0,0.79,1.6,4.5,6.1,1.8,1.1,0.4,2.1,4.3,20.9
1991,21,1484,SEA,Seattle Supersonics,31.0,NBA,SG,5.0,5.0,171.0,9.7,18.7,0.52,0.8,3.2,0.27,8.8,15.6,0.57,5.1,6.1,0.83,2.5,1.9,4.4,1.5,1.5,0.2,1.7,2.7,25.3
1992,21,1484,SEA,Seattle Supersonics,32.0,NBA,SF,9.0,0.0,247.0,9.5,20.0,0.47,0.6,3.2,0.18,8.9,16.8,0.53,4.7,5.0,0.94,1.2,2.8,3.9,1.2,0.4,0.4,2.2,2.8,24.2
1993,21,1484,SEA,Seattle Supersonics,33.0,NBA,SF,19.0,0.0,382.0,7.7,19.8,0.39,1.1,3.4,0.33,6.6,16.4,0.4,2.7,2.9,0.94,1.6,2.6,4.2,1.6,0.3,0.1,1.8,4.1,19.3
1996,12,1484,IND,Indiana Pacers,36.0,NBA,SF,1.0,0.0,9.0,0.0,20.0,0.0,0.0,8.0,0.0,0.0,12.0,0.0,0.0,0.0,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
1997,11,1484,HOU,Houston Rockets,37.0,NBA,SF,16.0,0.0,284.0,6.1,14.8,0.41,1.8,6.0,0.3,4.3,8.9,0.49,2.9,3.0,0.96,1.9,2.7,4.6,1.3,0.6,0.0,0.9,2.2,16.9
1998,11,1484,HOU,Houston Rockets,38.0,NBA,SF,5.0,0.0,89.0,3.6,10.9,0.33,1.2,4.0,0.3,2.4,6.9,0.35,2.8,3.2,0.88,1.6,1.6,3.2,0.4,0.0,0.0,1.2,4.0,11.3
