Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1989,13,LAC,Los Angeles Clippers,51,Ken Bannister,PF,6-9,235,1960-04-01,US,2,"Indiana State University, Saint Augustine's College"
1989,13,LAC,Los Angeles Clippers,0,Benoit Benjamin,C,7-0,250,1964-11-22,US,3,Creighton
1989,13,LAC,Los Angeles Clippers,20,Quintin Dailey,SG,6-3,180,1961-01-22,US,6,San Francisco
1989,13,LAC,Los Angeles Clippers,22,Tom Garrick,SG,6-2,185,1966-07-07,US,R,Rhode Island
1989,13,LAC,Los Angeles Clippers,3,Grant Gondrezick,SG,6-5,205,1963-01-19,US,1,Pepperdine
1989,13,LAC,Los Angeles Clippers,23,Gary Grant,PG,6-3,185,1965-04-21,US,R,Michigan
1989,13,LAC,Los Angeles Clippers,32,Greg Kite,C,6-11,250,1961-08-05,US,5,BYU
1989,13,LAC,Los Angeles Clippers,44,Rob Lock,PF,6-9,225,1966-05-22,US,R,Kentucky
1989,13,LAC,Los Angeles Clippers,25,Danny Manning,PF,6-10,230,1966-05-17,US,R,Kansas
1989,13,LAC,Los Angeles Clippers,10,Norm Nixon,PG,6-2,170,1955-10-11,US,9,Duquesne
1989,13,LAC,Los Angeles Clippers,33,Ken Norman,SF,6-8,215,1964-09-05,US,1,Illinois
1989,13,LAC,Los Angeles Clippers,45,Dave Popson,PF,6-10,220,1964-05-17,US,R,UNC
1989,13,LAC,Los Angeles Clippers,42,Rob Rose,SG,6-5,180,1964-12-27,US,R,George Mason
1989,13,LAC,Los Angeles Clippers,54,Charles Smith,PF,6-10,230,1965-07-16,US,R,Pitt
1989,13,LAC,Los Angeles Clippers,51,Barry Sumpter,PF,6-11,215,1965-11-11,US,R,"Louisville, Austin Peay State University"
1989,13,LAC,Los Angeles Clippers,4,Ennis Whatley,PG,6-3,177,1962-08-11,US,5,Alabama
1989,13,LAC,Los Angeles Clippers,12,Eric White,SF,6-8,200,1965-12-30,US,1,Pepperdine
1989,13,LAC,Los Angeles Clippers,42,Kevin Williams,SG,6-2,175,1961-09-11,US,4,"TCU, St. John's"
1989,13,LAC,Los Angeles Clippers,34,Reggie Williams,SF,6-7,190,1964-03-05,US,1,Georgetown
1989,13,LAC,Los Angeles Clippers,24,Joe Wolf,C,6-11,230,1964-12-17,US,1,UNC
