Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1980,23.0,TOT,NBA,SF,78.0,2857.0,17.0,0.524,0.007,0.323,8.8,16.7,12.7,9.1,1.6,0.7,11.8,23.2,,3.5,3.7,7.1,0.12,,1.2,-0.7,0.4,1.8
1980,23.0,NJN,NBA,SF,53.0,2046.0,15.9,0.52,0.006,0.319,8.8,17.2,13.0,8.2,1.7,0.6,11.7,21.4,,2.1,2.8,4.8,0.114,,0.6,-0.6,-0.1,1.0
1980,23.0,POR,NBA,SF,25.0,811.0,19.8,0.532,0.01,0.332,8.8,15.4,12.1,11.5,1.4,0.9,11.9,27.6,,1.4,0.9,2.3,0.136,,2.7,-1.0,1.7,0.8
1981,24.0,POR,NBA,SF,74.0,2111.0,14.8,0.541,0.01,0.356,7.7,14.6,11.1,10.0,1.6,0.5,15.1,20.3,,2.2,2.0,4.2,0.095,,0.1,-0.9,-0.8,0.7
1982,25.0,POR,NBA,SF,75.0,2599.0,19.0,0.622,0.009,0.438,8.4,17.9,13.2,8.0,1.1,0.8,11.6,19.1,,7.0,2.3,9.3,0.171,,3.0,-0.7,2.3,2.8
1983,26.0,POR,NBA,SF,80.0,2879.0,19.0,0.593,0.017,0.361,8.3,15.1,11.7,9.1,1.0,0.6,12.9,22.3,,7.1,2.7,9.8,0.164,,3.0,-1.1,1.8,2.8
1984,27.0,POR,NBA,SF,79.0,2638.0,16.9,0.633,0.02,0.403,7.3,14.3,10.7,9.3,1.2,0.5,14.1,17.9,,6.3,2.1,8.4,0.154,,2.2,-0.7,1.5,2.3
1985,28.0,DEN,NBA,PF,78.0,2657.0,21.8,0.604,0.002,0.449,7.9,17.2,12.2,12.4,1.3,0.7,11.2,24.1,,8.0,2.3,10.2,0.185,,4.2,-1.0,3.1,3.4
1986,29.0,DEN,NBA,PF,69.0,2007.0,18.6,0.562,0.006,0.373,6.2,17.0,11.3,11.6,1.3,0.4,10.7,23.3,,3.9,2.3,6.1,0.146,,2.1,-0.8,1.3,1.7
1987,30.0,DEN,NBA,PF,1.0,20.0,15.2,0.46,0.0,0.2,9.9,16.8,13.1,13.4,2.3,0.0,8.4,22.8,,0.0,0.0,0.0,0.076,,-2.7,-2.4,-5.1,0.0
1988,31.0,DEN,NBA,PF,27.0,533.0,14.4,0.537,0.005,0.351,6.6,12.5,9.5,11.6,1.1,0.3,11.1,19.7,,0.6,0.5,1.1,0.102,,0.2,-1.1,-0.9,0.2
1989,32.0,TOT,NBA,SF,24.0,353.0,10.7,0.501,0.009,0.681,8.1,15.7,11.7,6.6,1.0,0.5,16.6,19.8,,0.0,0.3,0.3,0.036,,-2.4,-1.7,-4.1,-0.2
1989,32.0,DEN,NBA,SF,14.0,168.0,12.1,0.519,0.02,0.62,7.0,22.1,14.1,5.0,1.6,0.3,14.7,17.0,,0.1,0.2,0.3,0.075,,-1.9,-0.6,-2.5,0.0
1989,32.0,SAS,NBA,SF,10.0,185.0,9.3,0.488,0.0,0.727,9.1,9.9,9.5,8.0,0.5,0.6,17.9,22.3,,-0.1,0.1,0.0,0.0,,-2.9,-2.7,-5.5,-0.2
1990,33.0,IND,NBA,SF,14.0,164.0,14.4,0.701,0.0,0.71,7.5,17.0,12.5,7.5,0.3,0.0,10.9,12.1,,0.5,0.1,0.5,0.159,,0.8,-1.2,-0.4,0.1
